Flag,Player,Session,Score,Session Date
Carried over,Player 7,Agility,8,13/01/2022
Actual,Player 7,Agility,8,12/1/2022
Carried over,Player 7,Agility,5,19/01/2022
Actual,Player 7,Agility,5,18/01/2022
Actual,Player 7,Agility,10,20/01/2022
Actual,Player 7,Agility,9,21/01/2022
Actual,Player 7,Agility,3,24/01/2022
Carried over,Player 7,Agility,8,27/01/2022
Carried over,Player 7,Agility,8,26/01/2022
Actual,Player 7,Agility,8,25/01/2022
Carried over,Player 7,Agility,5,31/01/2022
Actual,Player 7,Agility,5,28/01/2022
Actual,Player 7,Agility,10,1/2/2022
Actual,Player 7,Agility,4,2/2/2022
Carried over,Player 7,Agility,9,4/2/2022
Actual,Player 7,Agility,9,3/2/2022
Actual,Player 7,Agility,10,7/2/2022
Carried over,Player 7,Agility,10,9/2/2022
Actual,Player 7,Agility,10,8/2/2022
Actual,Player 7,Agility,3,10/2/2022
Actual,Player 7,Agility,8,11/2/2022
Actual,Player 7,Agility,6,14/02/2022
Actual,Player 7,Agility,4,15/02/2022
Carried over,Player 7,Agility,10,17/02/2022
Actual,Player 7,Agility,10,16/02/2022
Actual,Player 7,Agility,5,18/02/2022
Carried over,Player 7,Agility,8,22/02/2022
Actual,Player 7,Agility,8,21/02/2022
Actual,Player 7,Agility,7,23/02/2022
Carried over,Player 7,Agility,3,25/02/2022
Actual,Player 7,Agility,3,24/02/2022
Actual,Player 7,Agility,6,28/02/2022
Actual,Player 7,Agility,5,1/3/2022
Carried over,Player 7,Agility,10,3/3/2022
Actual,Player 7,Agility,10,2/3/2022
Actual,Player 7,Agility,5,4/3/2022
Actual,Player 7,Agility,6,7/3/2022
Actual,Player 7,Agility,10,8/3/2022
Actual,Player 7,Agility,6,9/3/2022
Actual,Player 7,Agility,10,10/3/2022
Actual,Player 7,Agility,9,11/3/2022
Carried over,Player 7,Agility,3,16/03/2022
Carried over,Player 7,Agility,3,15/03/2022
Actual,Player 7,Agility,3,14/03/2022
Carried over,Player 7,Agility,5,18/03/2022
Actual,Player 7,Agility,5,17/03/2022
Actual,Player 7,Agility,4,21/03/2022
Carried over,Player 7,Agility,7,23/03/2022
Actual,Player 7,Agility,7,22/03/2022
Actual,Player 7,Agility,3,24/03/2022
Actual,Player 7,Agility,6,25/03/2022
Actual,Player 7,Agility,5,28/03/2022
Actual,Player 7,Agility,9,29/03/2022
Actual,Player 7,Agility,10,30/03/2022
Carried over,Player 7,Agility,7,1/4/2022
Actual,Player 7,Agility,7,31/03/2022
Carried over,Player 7,Agility,7,6/4/2022
Carried over,Player 7,Agility,7,5/4/2022
Actual,Player 7,Agility,7,4/4/2022
Carried over,Player 7,Agility,9,15/04/2022
Carried over,Player 7,Agility,9,14/04/2022
Carried over,Player 7,Agility,9,13/04/2022
Carried over,Player 7,Agility,9,12/4/2022
Carried over,Player 7,Agility,9,11/4/2022
Carried over,Player 7,Agility,9,8/4/2022
Actual,Player 7,Agility,9,7/4/2022
Carried over,Player 7,Agility,5,19/04/2022
Actual,Player 7,Agility,5,18/04/2022
Actual,Player 7,Agility,7,20/04/2022
Actual,Player 7,Agility,10,21/04/2022
Actual,Player 7,Agility,10,22/04/2022
Actual,Player 7,Agility,6,25/04/2022
Actual,Player 7,Agility,7,26/04/2022
Carried over,Player 7,Agility,4,29/04/2022
Carried over,Player 7,Agility,4,28/04/2022
Actual,Player 7,Agility,4,27/04/2022
Actual,Player 7,Agility,4,2/5/2022
Actual,Player 7,Agility,5,3/5/2022
Actual,Player 7,Agility,10,4/5/2022
Carried over,Player 7,Agility,3,6/5/2022
Actual,Player 7,Agility,3,5/5/2022
Actual,Player 7,Agility,9,9/5/2022
Carried over,Player 7,Agility,5,11/5/2022
Actual,Player 7,Agility,5,10/5/2022
Actual,Player 7,Agility,4,12/5/2022
Carried over,Player 7,Agility,3,16/05/2022
Actual,Player 7,Agility,3,13/05/2022
Actual,Player 7,Agility,8,17/05/2022
Carried over,Player 7,Agility,5,19/05/2022
Actual,Player 7,Agility,5,18/05/2022
Carried over,Player 7,Agility,7,25/05/2022
Carried over,Player 7,Agility,7,24/05/2022
Carried over,Player 7,Agility,7,23/05/2022
Actual,Player 7,Agility,7,20/05/2022
Actual,Player 7,Agility,7,26/05/2022
Actual,Player 7,Agility,5,27/05/2022
Carried over,Player 7,Agility,7,2/6/2022
Carried over,Player 7,Agility,7,1/6/2022
Carried over,Player 7,Agility,7,31/05/2022
Actual,Player 7,Agility,7,30/05/2022
Carried over,Player 7,Agility,5,6/6/2022
Actual,Player 7,Agility,5,3/6/2022
Actual,Player 7,Agility,7,7/6/2022
Actual,Player 7,Agility,9,8/6/2022
Carried over,Player 7,Agility,8,13/06/2022
Carried over,Player 7,Agility,8,10/6/2022
Actual,Player 7,Agility,8,9/6/2022
Actual,Player 7,Agility,9,14/06/2022
Actual,Player 7,Agility,3,15/06/2022
Actual,Player 7,Agility,6,16/06/2022
Actual,Player 7,Agility,8,17/06/2022
Carried over,Player 7,Agility,5,22/06/2022
Carried over,Player 7,Agility,5,21/06/2022
Actual,Player 7,Agility,5,20/06/2022
Carried over,Player 7,Agility,7,27/06/2022
Carried over,Player 7,Agility,7,24/06/2022
Actual,Player 7,Agility,7,23/06/2022
Actual,Player 7,Agility,6,28/06/2022
Carried over,Player 7,Agility,8,30/06/2022
Actual,Player 7,Agility,8,29/06/2022
Actual,Player 7,Agility,9,1/7/2022
Carried over,Player 7,Agility,8,5/7/2022
Actual,Player 7,Agility,8,4/7/2022
Actual,Player 7,Agility,10,6/7/2022
Carried over,Player 7,Agility,10,11/7/2022
Carried over,Player 7,Agility,10,8/7/2022
Actual,Player 7,Agility,10,7/7/2022
Actual,Player 7,Agility,4,12/7/2022
Carried over,Player 7,Agility,5,14/07/2022
Actual,Player 7,Agility,5,13/07/2022
Actual,Player 7,Agility,7,15/07/2022
Actual,Player 7,Agility,9,18/07/2022
Carried over,Player 7,Agility,5,20/07/2022
Actual,Player 7,Agility,5,19/07/2022
Actual,Player 7,Agility,9,21/07/2022
Actual,Player 7,Agility,9,22/07/2022
Actual,Player 7,Agility,10,25/07/2022
Carried over,Player 7,Agility,5,27/07/2022
Actual,Player 7,Agility,5,26/07/2022
Actual,Player 8,Cardio,5,3/1/2022
Actual,Player 8,Cardio,7,4/1/2022
Actual,Player 8,Cardio,7,5/1/2022
Actual,Player 8,Cardio,6,6/1/2022
Actual,Player 8,Cardio,3,7/1/2022
Carried over,Player 8,Cardio,3,13/01/2022
Carried over,Player 8,Cardio,3,12/1/2022
Carried over,Player 8,Cardio,3,11/1/2022
Actual,Player 8,Cardio,3,10/1/2022
Carried over,Player 8,Cardio,6,17/01/2022
Actual,Player 8,Cardio,6,14/01/2022
Carried over,Player 8,Cardio,3,20/01/2022
Carried over,Player 8,Cardio,3,19/01/2022
Actual,Player 8,Cardio,3,18/01/2022
Carried over,Player 8,Cardio,5,25/01/2022
Carried over,Player 8,Cardio,5,24/01/2022
Actual,Player 8,Cardio,5,21/01/2022
Carried over,Player 8,Cardio,8,27/01/2022
Actual,Player 8,Cardio,8,26/01/2022
Actual,Player 8,Cardio,3,28/01/2022
Actual,Player 8,Cardio,8,31/01/2022
Actual,Player 8,Cardio,7,1/2/2022
Actual,Player 8,Cardio,4,2/2/2022
Actual,Player 8,Cardio,4,3/2/2022
Carried over,Player 8,Cardio,6,8/2/2022
Carried over,Player 8,Cardio,6,7/2/2022
Actual,Player 8,Cardio,6,4/2/2022
Actual,Player 8,Cardio,6,9/2/2022
Actual,Player 8,Cardio,10,10/2/2022
Carried over,Player 8,Cardio,7,14/02/2022
Actual,Player 8,Cardio,7,11/2/2022
Actual,Player 8,Cardio,3,15/02/2022
Carried over,Player 8,Cardio,7,17/02/2022
Actual,Player 8,Cardio,7,16/02/2022
Actual,Player 8,Cardio,5,18/02/2022
Actual,Player 8,Cardio,10,21/02/2022
Actual,Player 8,Cardio,6,22/02/2022
Carried over,Player 8,Cardio,7,24/02/2022
Actual,Player 8,Cardio,7,23/02/2022
Actual,Player 8,Cardio,6,25/02/2022
Actual,Player 8,Cardio,6,28/02/2022
Carried over,Player 8,Cardio,5,2/3/2022
Actual,Player 8,Cardio,5,1/3/2022
Actual,Player 8,Cardio,10,3/3/2022
Carried over,Player 8,Cardio,9,7/3/2022
Actual,Player 8,Cardio,9,4/3/2022
Actual,Player 8,Cardio,7,8/3/2022
Actual,Player 8,Cardio,9,9/3/2022
Actual,Player 8,Cardio,3,10/3/2022
Actual,Player 8,Cardio,8,11/3/2022
Carried over,Player 8,Cardio,6,16/03/2022
Carried over,Player 8,Cardio,6,15/03/2022
Actual,Player 8,Cardio,6,14/03/2022
Carried over,Player 8,Cardio,8,18/03/2022
Actual,Player 8,Cardio,8,17/03/2022
Actual,Player 8,Cardio,6,21/03/2022
Carried over,Player 8,Cardio,10,29/03/2022
Carried over,Player 8,Cardio,10,28/03/2022
Carried over,Player 8,Cardio,10,25/03/2022
Carried over,Player 8,Cardio,10,24/03/2022
Carried over,Player 8,Cardio,10,23/03/2022
Actual,Player 8,Cardio,10,22/03/2022
Actual,Player 8,Cardio,10,30/03/2022
Actual,Player 8,Cardio,7,31/03/2022
Actual,Player 8,Cardio,5,1/4/2022
Actual,Player 8,Cardio,6,4/4/2022
Actual,Player 8,Cardio,5,5/4/2022
Actual,Player 8,Cardio,4,6/4/2022
Actual,Player 8,Cardio,9,7/4/2022
Carried over,Player 8,Cardio,3,11/4/2022
Actual,Player 8,Cardio,3,8/4/2022
Actual,Player 8,Cardio,6,12/4/2022
Actual,Player 8,Cardio,3,13/04/2022
Carried over,Player 8,Cardio,6,15/04/2022
Actual,Player 8,Cardio,6,14/04/2022
Carried over,Player 8,Cardio,7,20/04/2022
Carried over,Player 8,Cardio,7,19/04/2022
Actual,Player 8,Cardio,7,18/04/2022
Actual,Player 8,Cardio,9,21/04/2022
Carried over,Player 8,Cardio,6,25/04/2022
Actual,Player 8,Cardio,6,22/04/2022
Actual,Player 8,Cardio,6,26/04/2022
Carried over,Player 8,Cardio,8,28/04/2022
Actual,Player 8,Cardio,8,27/04/2022
Carried over,Player 8,Cardio,9,2/5/2022
Actual,Player 8,Cardio,9,29/04/2022
Carried over,Player 8,Cardio,3,4/5/2022
Actual,Player 8,Cardio,3,3/5/2022
Actual,Player 8,Cardio,4,5/5/2022
Carried over,Player 8,Cardio,9,9/5/2022
Actual,Player 8,Cardio,9,6/5/2022
Actual,Player 8,Cardio,9,10/5/2022
Carried over,Player 8,Cardio,10,12/5/2022
Actual,Player 8,Cardio,10,11/5/2022
Actual,Player 8,Cardio,9,13/05/2022
Carried over,Player 8,Cardio,5,18/05/2022
Carried over,Player 8,Cardio,5,17/05/2022
Actual,Player 8,Cardio,5,16/05/2022
Actual,Player 8,Cardio,9,19/05/2022
Actual,Player 8,Cardio,8,20/05/2022
Carried over,Player 8,Cardio,10,24/05/2022
Actual,Player 8,Cardio,10,23/05/2022
Actual,Player 8,Cardio,6,25/05/2022
Carried over,Player 8,Cardio,8,27/05/2022
Actual,Player 8,Cardio,8,26/05/2022
Actual,Player 8,Cardio,9,30/05/2022
Actual,Player 8,Cardio,7,31/05/2022
Actual,Player 8,Cardio,3,1/6/2022
Carried over,Player 8,Cardio,7,7/6/2022
Carried over,Player 8,Cardio,7,6/6/2022
Carried over,Player 8,Cardio,7,3/6/2022
Actual,Player 8,Cardio,7,2/6/2022
Actual,Player 8,Cardio,4,8/6/2022
Actual,Player 8,Cardio,4,9/6/2022
Actual,Player 8,Cardio,10,10/6/2022
Actual,Player 8,Cardio,4,13/06/2022
Carried over,Player 8,Cardio,7,15/06/2022
Actual,Player 8,Cardio,7,14/06/2022
Carried over,Player 8,Cardio,8,17/06/2022
Actual,Player 8,Cardio,8,16/06/2022
Actual,Player 8,Cardio,3,20/06/2022
Actual,Player 8,Cardio,9,21/06/2022
Actual,Player 8,Cardio,6,22/06/2022
Actual,Player 8,Cardio,4,23/06/2022
Actual,Player 8,Cardio,3,24/06/2022
Carried over,Player 8,Cardio,8,29/06/2022
Carried over,Player 8,Cardio,8,28/06/2022
Actual,Player 8,Cardio,8,27/06/2022
Actual,Player 8,Cardio,5,30/06/2022
Actual,Player 8,Cardio,3,1/7/2022
Actual,Player 8,Cardio,10,4/7/2022
Actual,Player 8,Cardio,7,5/7/2022
Actual,Player 8,Cardio,6,6/7/2022
Actual,Player 8,Cardio,7,7/7/2022
Actual,Player 8,Cardio,3,8/7/2022
Actual,Player 8,Cardio,8,11/7/2022
Carried over,Player 8,Cardio,5,13/07/2022
Actual,Player 8,Cardio,5,12/7/2022
Carried over,Player 8,Cardio,5,15/07/2022
Actual,Player 8,Cardio,5,14/07/2022
Carried over,Player 8,Cardio,6,19/07/2022
Actual,Player 8,Cardio,6,18/07/2022
Actual,Player 8,Cardio,3,20/07/2022
Carried over,Player 8,Cardio,8,22/07/2022
Actual,Player 8,Cardio,8,21/07/2022
Carried over,Player 8,Cardio,8,26/07/2022
Actual,Player 8,Cardio,8,25/07/2022
Actual,Player 8,Cardio,8,27/07/2022
Actual,Player 8,Cardio,5,28/07/2022
Actual,Player 15,Strength Building,3,3/1/2022
Actual,Player 15,Strength Building,10,4/1/2022
Actual,Player 15,Strength Building,7,5/1/2022
Actual,Player 15,Strength Building,3,6/1/2022
Carried over,Player 15,Strength Building,10,11/1/2022
Carried over,Player 15,Strength Building,10,10/1/2022
Actual,Player 15,Strength Building,10,7/1/2022
Actual,Player 15,Strength Building,7,12/1/2022
Carried over,Player 15,Strength Building,5,14/01/2022
Actual,Player 15,Strength Building,5,13/01/2022
Carried over,Player 15,Strength Building,5,18/01/2022
Actual,Player 15,Strength Building,5,17/01/2022
Actual,Player 15,Strength Building,5,19/01/2022
Carried over,Player 15,Strength Building,5,21/01/2022
Actual,Player 15,Strength Building,5,20/01/2022
Carried over,Player 15,Strength Building,7,25/01/2022
Actual,Player 15,Strength Building,7,24/01/2022
Actual,Player 15,Strength Building,6,26/01/2022
Carried over,Player 15,Strength Building,10,28/01/2022
Actual,Player 15,Strength Building,10,27/01/2022
Carried over,Player 15,Strength Building,5,1/2/2022
Actual,Player 15,Strength Building,5,31/01/2022
Carried over,Player 15,Strength Building,3,7/2/2022
Carried over,Player 15,Strength Building,3,4/2/2022
Carried over,Player 15,Strength Building,3,3/2/2022
Actual,Player 15,Strength Building,3,2/2/2022
Actual,Player 15,Strength Building,3,8/2/2022
Actual,Player 15,Strength Building,8,9/2/2022
Carried over,Player 15,Strength Building,6,11/2/2022
Actual,Player 15,Strength Building,6,10/2/2022
Actual,Player 15,Strength Building,9,14/02/2022
Actual,Player 15,Strength Building,5,15/02/2022
Actual,Player 15,Strength Building,10,16/02/2022
Actual,Player 15,Strength Building,3,17/02/2022
Carried over,Player 15,Strength Building,4,22/02/2022
Carried over,Player 15,Strength Building,4,21/02/2022
Actual,Player 15,Strength Building,4,18/02/2022
Carried over,Player 15,Strength Building,4,1/3/2022
Carried over,Player 15,Strength Building,4,28/02/2022
Carried over,Player 10,Strength Building,8,4/1/2022
Actual,Player 10,Strength Building,8,3/1/2022
Actual,Player 10,Strength Building,8,5/1/2022
Actual,Player 10,Strength Building,3,6/1/2022
Carried over,Player 10,Strength Building,8,10/1/2022
Actual,Player 10,Strength Building,8,7/1/2022
Actual,Player 10,Strength Building,3,11/1/2022
Actual,Player 10,Strength Building,10,12/1/2022
Actual,Player 10,Strength Building,6,13/01/2022
Actual,Player 10,Strength Building,9,14/01/2022
Carried over,Player 10,Strength Building,8,19/01/2022
Carried over,Player 10,Strength Building,8,18/01/2022
Actual,Player 10,Strength Building,8,17/01/2022
Carried over,Player 10,Strength Building,5,24/01/2022
Carried over,Player 10,Strength Building,5,21/01/2022
Actual,Player 10,Strength Building,5,20/01/2022
Actual,Player 10,Strength Building,5,25/01/2022
Actual,Player 10,Strength Building,8,26/01/2022
Carried over,Player 10,Strength Building,3,28/01/2022
Actual,Player 10,Strength Building,3,27/01/2022
Actual,Player 10,Strength Building,7,31/01/2022
Actual,Player 10,Strength Building,3,1/2/2022
Actual,Player 10,Strength Building,7,2/2/2022
Carried over,Player 10,Strength Building,4,4/2/2022
Actual,Player 10,Strength Building,4,3/2/2022
Carried over,Player 10,Strength Building,10,9/2/2022
Carried over,Player 10,Strength Building,10,8/2/2022
Actual,Player 10,Strength Building,10,7/2/2022
Actual,Player 10,Strength Building,4,10/2/2022
Carried over,Player 10,Strength Building,8,15/02/2022
Carried over,Player 10,Strength Building,8,14/02/2022
Actual,Player 10,Strength Building,8,11/2/2022
Actual,Player 10,Strength Building,10,16/02/2022
Actual,Player 10,Strength Building,6,17/02/2022
Carried over,Player 10,Strength Building,6,21/02/2022
Actual,Player 10,Strength Building,6,18/02/2022
Actual,Player 10,Strength Building,3,22/02/2022
Carried over,Player 10,Strength Building,9,24/02/2022
Actual,Player 10,Strength Building,9,23/02/2022
Actual,Player 10,Strength Building,4,25/02/2022
Actual,Player 10,Strength Building,9,28/02/2022
Actual,Player 10,Strength Building,4,1/3/2022
Carried over,Player 10,Strength Building,6,3/3/2022
Actual,Player 10,Strength Building,6,2/3/2022
Carried over,Player 10,Strength Building,9,7/3/2022
Actual,Player 10,Strength Building,9,4/3/2022
Actual,Player 10,Strength Building,5,8/3/2022
Actual,Player 10,Strength Building,3,9/3/2022
Actual,Player 10,Strength Building,3,10/3/2022
Actual,Player 10,Strength Building,8,11/3/2022
Actual,Player 10,Strength Building,6,14/03/2022
Actual,Player 10,Strength Building,6,15/03/2022
Actual,Player 10,Strength Building,7,16/03/2022
Actual,Player 10,Strength Building,4,17/03/2022
Actual,Player 10,Strength Building,6,18/03/2022
Carried over,Player 10,Strength Building,8,22/03/2022
Actual,Player 10,Strength Building,8,21/03/2022
Carried over,Player 10,Strength Building,7,24/03/2022
Actual,Player 10,Strength Building,7,23/03/2022
Actual,Player 10,Strength Building,9,25/03/2022
Carried over,Player 10,Strength Building,3,30/03/2022
Carried over,Player 10,Strength Building,3,29/03/2022
Actual,Player 10,Strength Building,3,28/03/2022
Actual,Player 10,Strength Building,9,31/03/2022
Carried over,Player 10,Strength Building,8,4/4/2022
Actual,Player 10,Strength Building,8,1/4/2022
Actual,Player 10,Strength Building,6,5/4/2022
Carried over,Player 10,Strength Building,7,7/4/2022
Actual,Player 10,Strength Building,7,6/4/2022
Actual,Player 10,Strength Building,7,8/4/2022
Actual,Player 10,Strength Building,4,11/4/2022
Actual,Player 10,Strength Building,6,12/4/2022
Actual,Player 10,Strength Building,4,13/04/2022
Actual,Player 10,Strength Building,7,14/04/2022
Actual,Player 10,Strength Building,5,15/04/2022
Actual,Player 10,Strength Building,5,18/04/2022
Actual,Player 10,Strength Building,7,19/04/2022
Actual,Player 10,Strength Building,3,20/04/2022
Actual,Player 10,Strength Building,4,21/04/2022
Carried over,Player 10,Strength Building,3,26/04/2022
Carried over,Player 10,Strength Building,3,25/04/2022
Actual,Player 10,Strength Building,3,22/04/2022
Actual,Player 10,Strength Building,3,27/04/2022
Actual,Player 10,Strength Building,7,28/04/2022
Carried over,Player 10,Strength Building,6,4/5/2022
Carried over,Player 10,Strength Building,6,3/5/2022
Carried over,Player 10,Strength Building,6,2/5/2022
Actual,Player 10,Strength Building,6,29/04/2022
Actual,Player 10,Strength Building,7,5/5/2022
Actual,Player 10,Strength Building,9,6/5/2022
Actual,Player 10,Strength Building,10,9/5/2022
Actual,Player 10,Strength Building,4,10/5/2022
Carried over,Player 10,Strength Building,6,12/5/2022
Actual,Player 10,Strength Building,6,11/5/2022
Carried over,Player 10,Strength Building,3,16/05/2022
Actual,Player 10,Strength Building,3,13/05/2022
Carried over,Player 10,Strength Building,6,18/05/2022
Actual,Player 10,Strength Building,6,17/05/2022
Carried over,Player 10,Strength Building,8,20/05/2022
Actual,Player 10,Strength Building,8,19/05/2022
Carried over,Player 10,Strength Building,3,24/05/2022
Actual,Player 10,Strength Building,3,23/05/2022
Carried over,Player 10,Strength Building,3,26/05/2022
Actual,Player 10,Strength Building,3,25/05/2022
Carried over,Player 10,Strength Building,6,30/05/2022
Actual,Player 10,Strength Building,6,27/05/2022
Carried over,Player 10,Strength Building,7,3/6/2022
Carried over,Player 10,Strength Building,7,2/6/2022
Carried over,Player 10,Strength Building,7,1/6/2022
Actual,Player 10,Strength Building,7,31/05/2022
Actual,Player 10,Strength Building,8,6/6/2022
Carried over,Player 10,Strength Building,5,8/6/2022
Actual,Player 10,Strength Building,5,7/6/2022
Actual,Player 10,Strength Building,10,9/6/2022
Actual,Player 10,Strength Building,7,10/6/2022
Actual,Player 10,Strength Building,4,13/06/2022
Actual,Player 10,Strength Building,5,14/06/2022
Actual,Player 10,Strength Building,7,15/06/2022
Actual,Player 10,Strength Building,7,16/06/2022
Actual,Player 10,Strength Building,9,17/06/2022
Actual,Player 10,Strength Building,7,20/06/2022
Actual,Player 10,Strength Building,10,21/06/2022
Actual,Player 10,Strength Building,6,22/06/2022
Actual,Player 10,Strength Building,6,23/06/2022
Actual,Player 10,Strength Building,3,24/06/2022
Actual,Player 10,Strength Building,6,27/06/2022
Carried over,Player 10,Strength Building,3,30/06/2022
Carried over,Player 10,Strength Building,3,29/06/2022
Actual,Player 10,Strength Building,3,28/06/2022
Actual,Player 10,Strength Building,5,1/7/2022
Actual,Player 10,Strength Building,6,4/7/2022
Actual,Player 10,Strength Building,7,5/7/2022
Carried over,Player 10,Strength Building,10,12/7/2022
Carried over,Player 10,Strength Building,10,11/7/2022
Carried over,Player 10,Strength Building,10,8/7/2022
Carried over,Player 10,Strength Building,10,7/7/2022
Actual,Player 10,Strength Building,10,6/7/2022
Carried over,Player 10,Strength Building,6,14/07/2022
Actual,Player 10,Strength Building,6,13/07/2022
Actual,Player 10,Strength Building,10,15/07/2022
Actual,Player 10,Strength Building,10,18/07/2022
Actual,Player 10,Strength Building,10,19/07/2022
Carried over,Player 10,Strength Building,10,21/07/2022
Actual,Player 10,Strength Building,10,20/07/2022
Actual,Player 10,Strength Building,8,22/07/2022
Carried over,Player 10,Strength Building,4,26/07/2022
Actual,Player 10,Strength Building,4,25/07/2022
Actual,Player 10,Strength Building,6,27/07/2022
Actual,Player 10,Strength Building,9,28/07/2022
Carried over,Player 3,Agility,10,4/1/2022
Actual,Player 3,Agility,10,3/1/2022
Carried over,Player 3,Agility,6,6/1/2022
Actual,Player 3,Agility,6,5/1/2022
Actual,Player 3,Agility,7,7/1/2022
Carried over,Player 3,Agility,6,11/1/2022
Actual,Player 3,Agility,6,10/1/2022
Carried over,Player 3,Agility,4,13/01/2022
Actual,Player 3,Agility,4,12/1/2022
Actual,Player 3,Agility,4,14/01/2022
Actual,Player 3,Agility,9,17/01/2022
Carried over,Player 3,Agility,10,20/01/2022
Carried over,Player 3,Agility,10,19/01/2022
Actual,Player 3,Agility,10,18/01/2022
Carried over,Player 3,Agility,3,24/01/2022
Actual,Player 3,Agility,3,21/01/2022
Actual,Player 3,Agility,9,25/01/2022
Actual,Player 3,Agility,3,26/01/2022
Carried over,Player 3,Agility,3,28/01/2022
Actual,Player 3,Agility,3,27/01/2022
Actual,Player 3,Agility,7,31/01/2022
Carried over,Player 3,Agility,9,2/2/2022
Actual,Player 3,Agility,9,1/2/2022
Actual,Player 3,Agility,9,3/2/2022
Actual,Player 3,Agility,3,4/2/2022
Carried over,Player 3,Agility,9,8/2/2022
Actual,Player 3,Agility,9,7/2/2022
Carried over,Player 3,Agility,4,10/2/2022
Actual,Player 3,Agility,4,9/2/2022
Carried over,Player 3,Agility,3,14/02/2022
Actual,Player 3,Agility,3,11/2/2022
Actual,Player 3,Agility,3,15/02/2022
Actual,Player 3,Agility,6,16/02/2022
Actual,Player 3,Agility,6,17/02/2022
Actual,Player 3,Agility,8,18/02/2022
Actual,Player 3,Agility,7,21/02/2022
Carried over,Player 3,Agility,6,25/02/2022
Carried over,Player 3,Agility,6,24/02/2022
Carried over,Player 3,Agility,6,23/02/2022
Actual,Player 3,Agility,6,22/02/2022
Actual,Player 3,Agility,5,28/02/2022
Actual,Player 3,Agility,3,1/3/2022
Actual,Player 3,Agility,4,2/3/2022
Actual,Player 3,Agility,5,3/3/2022
Actual,Player 3,Agility,7,4/3/2022
Actual,Player 3,Agility,6,7/3/2022
Carried over,Player 3,Agility,7,10/3/2022
Carried over,Player 3,Agility,7,9/3/2022
Actual,Player 3,Agility,7,8/3/2022
Actual,Player 3,Agility,9,11/3/2022
Actual,Player 3,Agility,9,14/03/2022
Carried over,Player 3,Agility,9,16/03/2022
Actual,Player 3,Agility,9,15/03/2022
Carried over,Player 3,Agility,9,21/03/2022
Carried over,Player 3,Agility,9,18/03/2022
Actual,Player 3,Agility,9,17/03/2022
Carried over,Player 3,Agility,5,23/03/2022
Actual,Player 3,Agility,5,22/03/2022
Actual,Player 3,Agility,9,24/03/2022
Carried over,Player 3,Agility,7,28/03/2022
Actual,Player 3,Agility,7,25/03/2022
Actual,Player 3,Agility,8,29/03/2022
Actual,Player 3,Agility,8,30/03/2022
Actual,Player 3,Agility,6,31/03/2022
Actual,Player 3,Agility,6,1/4/2022
Carried over,Player 3,Agility,5,5/4/2022
Actual,Player 3,Agility,5,4/4/2022
Carried over,Player 3,Agility,8,11/4/2022
Carried over,Player 3,Agility,8,8/4/2022
Carried over,Player 3,Agility,8,7/4/2022
Actual,Player 3,Agility,8,6/4/2022
Carried over,Player 3,Agility,8,13/04/2022
Actual,Player 3,Agility,8,12/4/2022
Actual,Player 3,Agility,4,14/04/2022
Carried over,Player 3,Agility,5,18/04/2022
Actual,Player 3,Agility,5,15/04/2022
Carried over,Player 3,Agility,8,20/04/2022
Actual,Player 3,Agility,8,19/04/2022
Actual,Player 3,Agility,3,21/04/2022
Actual,Player 3,Agility,8,22/04/2022
Actual,Player 3,Agility,5,25/04/2022
Actual,Player 3,Agility,5,26/04/2022
Actual,Player 3,Agility,7,27/04/2022
Actual,Player 3,Agility,9,28/04/2022
Carried over,Player 3,Agility,7,2/5/2022
Actual,Player 3,Agility,7,29/04/2022
Actual,Player 3,Agility,10,3/5/2022
Actual,Player 3,Agility,4,4/5/2022
Actual,Player 3,Agility,8,5/5/2022
Actual,Player 3,Agility,5,6/5/2022
Carried over,Player 3,Agility,4,11/5/2022
Carried over,Player 3,Agility,4,10/5/2022
Actual,Player 3,Agility,4,9/5/2022
Actual,Player 3,Agility,9,12/5/2022
Actual,Player 3,Agility,8,13/05/2022
Actual,Player 3,Agility,9,16/05/2022
Actual,Player 3,Agility,8,17/05/2022
Actual,Player 3,Agility,10,18/05/2022
Actual,Player 3,Agility,5,19/05/2022
Actual,Player 3,Agility,4,20/05/2022
Carried over,Player 3,Agility,5,25/05/2022
Carried over,Player 3,Agility,5,24/05/2022
Actual,Player 3,Agility,5,23/05/2022
Carried over,Player 3,Agility,3,31/05/2022
Carried over,Player 3,Agility,3,30/05/2022
Carried over,Player 3,Agility,3,27/05/2022
Actual,Player 3,Agility,3,26/05/2022
Actual,Player 3,Agility,7,1/6/2022
Carried over,Player 3,Agility,3,6/6/2022
Carried over,Player 3,Agility,3,3/6/2022
Actual,Player 3,Agility,3,2/6/2022
Carried over,Player 3,Agility,7,13/06/2022
Carried over,Player 3,Agility,7,10/6/2022
Carried over,Player 3,Agility,7,9/6/2022
Carried over,Player 3,Agility,7,8/6/2022
Actual,Player 3,Agility,7,7/6/2022
Actual,Player 3,Agility,10,14/06/2022
Actual,Player 3,Agility,9,15/06/2022
Actual,Player 3,Agility,10,16/06/2022
Actual,Player 3,Agility,3,17/06/2022
Carried over,Player 3,Agility,9,22/06/2022
Carried over,Player 3,Agility,9,21/06/2022
Actual,Player 3,Agility,9,20/06/2022
Actual,Player 3,Agility,5,23/06/2022
Carried over,Player 3,Agility,8,28/06/2022
Carried over,Player 3,Agility,8,27/06/2022
