Total Ticket Price,Ticket Price Variance to Meal Deal Earnings,Total Meal Deal Earnings,Total Excess,TicketID,MemberID
12.5,1.83,5,5.67,308671,999329
19.5,1,15,3.5,219874,0
14.5,-3.7,5,13.2,103910,0
10.5,-0.75,5,6.25,301559,0
40,-4,20,24,327995,0
19,-3.17,5,17.17,313044,990904
13.5,2.17,5,6.33,129826,994089
9,-3,5,7,200343,990764
15.5,-0.83,5,11.33,304484,0
7,-0.25,5,2.25,119376,0
36.5,-17.38,10,43.88,128840,0
12.5,-1.5,5,9,220768,0
15,-4.67,5,14.67,326758,991952
9.5,1.17,5,3.33,200878,0
23.5,-2,10,15.5,311607,0
15.5,2.5,10,3,101906,0
21.5,-4.88,5,21.38,121753,990282
15,-4,5,14,104480,995454
12.5,1.17,10,1.33,105740,0
12.5,-0.75,5,8.25,326347,0
25.5,3.53,15,6.97,318801,992799
18.5,-3,5,16.5,325812,0
12.5,-1.5,5,9,106355,0
18.5,1.67,10,6.83,212771,0
21.5,-2.25,10,13.75,112529,0
21,0.87,10,10.13,222049,0
15.5,-3.25,5,13.75,211873,0
22,4.5,15,2.5,329300,0
16,-7,5,18,103567,990792
10,-1.25,5,6.25,328406,0
29.5,-4.25,10,23.75,119716,990822
17,-3,5,15,210965,990169
37.5,-25.1,5,57.6,315945,0
32.5,-0.85,20,13.35,228375,0
27,3.75,15,8.25,131159,990349
19.5,-8,5,22.5,102272,0
10.5,-0.75,5,6.25,109095,995928
38,0,20,18,222620,0
19,1.17,10,7.83,314264,999844
8,1.5,5,1.5,130978,0
16,1.83,10,4.17,202174,0
20.5,-2.25,10,12.75,129375,0
17,-5,10,12,105457,0
15,-1.67,5,11.67,310144,0
20.5,-4.38,5,19.88,314540,997173
19,-9,5,23,109059,992697
21,2.17,15,3.83,328799,990223
13,-2,5,10,207149,0
26.5,-0.58,15,12.08,107488,0
18,0.5,10,7.5,106153,999005
17.5,-1.17,10,8.67,105070,993911
23,0,10,13,202820,0
22,-3,5,20,103049,0
23.5,-6.4,5,24.9,221470,0
11.5,-2.17,5,8.67,207519,998236
17,1.5,5,10.5,104846,0
38,-5.58,15,28.58,225773,0
13,-2.17,5,10.17,302311,0
13.5,1.33,5,7.17,115634,997080
10,2,5,3,125356,0
36,2,25,9,306938,0
9,1,5,3,111845,0
28.5,-5.25,5,28.75,324280,0
13.5,1.5,5,7,329946,0
15,1.83,5,8.17,215601,990922
29.5,3.87,20,5.63,215688,0
18,-3.5,5,16.5,327490,0
22,3,10,9,324677,0
20,-1,5,16,309105,0
19,-4.33,10,13.33,300180,0
9,0,5,4,222943,993440
10,-0.08,5,5.08,226843,0
33,-8.25,20,21.25,305026,0
15,-3.5,5,13.5,105479,0
42,-13.49,5,50.49,315741,0
21,1.25,15,4.75,305159,0
17.5,2.25,10,5.25,107542,0
11,-0.5,5,6.5,304063,999896
28.5,-4,10,22.5,203087,0
15.5,1.87,5,8.63,328992,0
22.5,-0.88,10,13.38,118207,0
21.5,2.5,15,4,209874,0
11.5,0.92,5,5.58,308211,0
16,-1.5,10,7.5,228636,0
23.5,1,15,7.5,124253,0
19,1.5,10,7.5,108137,0
26.5,-6.13,5,27.63,121519,0
22.5,1.1,5,16.4,227077,0
11,1.5,5,4.5,308240,0
17,2,5,10,113134,996742
22,3.33,10,8.67,304355,0
10,2,5,3,205375,0
16,1.12,5,9.88,229823,995440
16,-2.5,5,13.5,105444,0
14.5,-2.17,5,11.67,128719,0
27.5,2.17,15,10.33,206525,0
18,-2.33,5,15.33,119767,0
28.5,-3.67,5,27.17,104859,0
9.5,0.75,5,3.75,101143,0
13,0,5,8,109849,996493
11.5,-1.5,5,8,103966,0
31.5,-9.5,15,26,114598,999720
32,4.92,20,7.08,113278,0
13,1.67,5,6.33,301045,0
10.5,-2.25,5,7.75,218683,990726
11.5,-2.5,5,9,111075,999188
16,4.33,10,1.67,218783,0
7.5,0.5,5,2,320341,0
14.5,2,10,2.5,106890,0
14.5,-1.25,5,10.75,300382,993409
9,0,5,4,317118,0
16,0,5,11,121040,0
18,0.83,10,7.17,305433,0
10,-1.75,5,6.75,116185,0
14,4,10,0,208837,0
18,3,10,5,307346,0
20,-3,5,18,107784,0
15.5,1.08,5,9.42,317755,0
14.5,0.5,10,4,117335,992314
33.5,1.25,20,12.25,120661,0
12.5,2,5,5.5,315964,0
22,3.83,10,8.17,130504,0
17,-3.5,5,15.5,201001,0
12,0,5,7,102386,992860
11.5,0.5,5,6,224972,995385
15.5,-1,5,11.5,118494,0
20,1.75,10,8.25,112641,0
32,-6,10,28,204460,0
12.5,-1.17,5,8.67,125894,0
30.5,-15.2,10,35.7,230220,0
24,-0.5,10,14.5,302322,0
13.5,1.5,5,7,320936,0
26.5,-21.25,5,42.75,219788,999310
15.5,1.33,10,4.17,329281,0
15.5,2.75,10,2.75,219728,0
13.5,-1,5,9.5,225485,0
17.5,-0.25,5,12.75,206327,0
25,-3.5,5,23.5,203108,0
21.5,-3.5,5,20,329588,0
14,2.67,10,1.33,309082,0
19.5,2.58,10,6.92,228663,0
14,-1.5,5,10.5,323045,0
29.5,0.3,10,19.2,102870,0
32.5,-22.21,5,49.71,223442,993736
25,3.7,10,11.3,106067,0
27.5,-1.88,15,14.38,104235,0
16,2,5,9,215260,0
12,0,5,7,213412,0
17.5,2.17,10,5.33,216609,0
9,0.25,5,3.75,320096,0
10,1,5,4,320669,0
29,-0.5,15,14.5,326036,0
18.5,-2,5,15.5,204262,0
18.5,2,10,6.5,129536,0
18.5,-2.3,5,15.8,307372,995783
26,-6.08,5,27.08,317454,0
15,-1,5,11,308184,0
13,0,5,8,210180,0
29,-13.75,5,37.75,104622,0
12,0.33,5,6.67,205383,990500
14,-1.75,5,10.75,114633,0
5.5,0.5,5,0,307623,0
8.5,0,5,3.5,323767,997877
23.5,1.17,15,7.33,302535,0
18.5,1.3,10,7.2,227765,0
10.5,1,5,4.5,226864,0
9.5,1.75,5,2.75,116037,997349
13.5,-0.17,5,8.67,100445,0
21.5,-1.83,5,18.33,117609,0
10.5,0.58,5,4.92,201886,0
15,-2.5,5,12.5,204697,0
21,-6.67,5,22.67,229192,0
9,0.25,5,3.75,314129,993701
13,3,10,0,318604,0
19.5,-1.5,10,11,114102,0
12,-1.67,5,8.67,108999,0
15.5,1.12,5,9.38,130690,0
23,-1.25,5,19.25,312660,996505
19,-8.17,5,22.17,310066,0
15,-1,10,6,200440,0
26.5,-24,5,45.5,329446,0
11,1.5,5,4.5,324353,0
15.5,3,10,2.5,101709,0
15.5,-1,5,11.5,113700,0
10,1,5,4,300806,991353
12.5,0,5,7.5,226270,991390
12,1.67,5,5.33,206173,997390
19.5,-6.5,5,21,208157,0
21,0.33,15,5.67,126130,994229
41,-9,20,30,225380,995683
16,-0.25,5,11.25,214731,0
9,2,5,2,226080,0
20.5,4,15,1.5,104121,0
17.5,-0.45,10,7.95,129517,0
19,-1,5,15,205464,0
15.5,-1,5,11.5,319885,0
25,-33,5,53,327816,997461
20,-1,5,16,304995,991891
19.5,-0.13,5,14.63,330524,0
19,4,15,0,102194,0
11,-1.67,5,7.67,205813,995006
26,-0.58,10,16.58,311216,0
13,-6.5,5,14.5,303302,0
26.5,-16.25,10,32.75,219581,0
18.5,-1.83,5,15.33,221612,0
10,1,5,4,101296,0
13.5,3.5,10,0,107951,0
17.5,1.29,5,11.21,317852,0
17,1.5,10,5.5,220479,0
27,-6,10,23,109098,0
9.5,1.17,5,3.33,108629,0
14.5,2.83,10,1.67,315620,0
7,0.25,5,1.75,323966,0
26,-5.35,5,26.35,116094,0
14.5,-1,5,10.5,223805,994318
21.5,-4.25,10,15.75,201713,0
11,1.83,5,4.17,227234,0
9,2,5,2,227928,0
17,1.75,10,5.25,304699,0
41.5,-9,15,35.5,314861,0
30.5,-2.5,10,23,203743,993704
27,-2.5,10,19.5,301271,0
13,0.5,5,7.5,114267,0
24,-3,5,22,301406,991792
25.5,3.25,15,7.25,303244,997829
28,-6.17,10,24.17,312986,0
21.5,5,15,1.5,207010,999347
22.5,-8.3,5,25.8,214841,997768
12.5,0.5,5,7,217027,0
20,3.25,15,1.75,123684,995423
33.5,-7.2,10,30.7,109735,0
11.5,1.5,5,5,306995,0
23.5,-3,10,16.5,128103,0
13.5,-0.5,5,9,101693,0
36.5,-37.8,5,69.3,309228,993952
21,-6.67,5,22.67,325079,995823
13.5,0.83,5,7.67,325750,0
18,-8,5,21,322298,0
20,-3.5,5,18.5,123497,0
34.5,-0.5,20,15,208237,0
21,2.5,10,8.5,320833,994330
15.5,2.5,10,3,211811,0
20,3.5,10,6.5,223358,993371
14.5,0.58,5,8.92,120317,0
21.5,-12.67,5,29.17,321280,0
10.5,1.25,5,4.25,220082,0
18,-3,5,16,200328,0
16.5,-0.17,5,11.67,308423,0
12,0,5,7,305117,991521
17.5,-3,5,15.5,203199,991907
21,2.67,10,8.33,102452,0
14,-1.5,5,10.5,123821,992463
21.5,-0.25,15,6.75,103606,0
14,0,5,9,223832,992784
15,2.67,5,7.33,213062,0
25,0.2,5,19.8,127064,999100
18,-0.63,5,13.63,311399,0
18,-3,5,16,204411,0
22.5,1.25,10,11.25,107999,0
12,2,5,5,328212,0
9.5,-0.5,5,5,214715,0
10,1.5,5,3.5,203780,0
10,2.33,5,2.67,224294,0
18,1.75,15,1.25,122618,0
36,0.71,20,15.29,219846,0
23.5,0.85,5,17.65,205724,0
13.5,-2,5,10.5,329831,0
9.5,-0.5,5,5,324856,0
19,-4.75,5,18.75,119945,0
19.5,-6.38,5,20.88,211479,0
29,-3.13,10,22.13,114527,0
15.5,1.75,10,3.75,214991,0
11,1.5,5,4.5,209775,0
7.5,0.75,5,1.75,311571,0
13,1,10,2,218435,0
7.5,0.75,5,1.75,226982,0
18,-2.67,5,15.67,216264,0
14.5,2.83,10,1.67,109358,0
39.5,-20.37,10,49.87,122353,0
19,-6.67,5,20.67,308659,0
13,0.5,5,7.5,119412,0
25,-2.67,10,17.67,204144,0
15.5,-2.17,5,12.67,124954,0
26,-3,10,19,207897,0
27.5,-4,10,21.5,218046,0
9,2,5,2,129257,0
15.5,-1.25,5,11.75,317213,0
27,0.65,10,16.35,313876,0
22,-6.42,10,18.42,212629,0
32.5,-1.7,15,19.2,126695,0
14,0.5,5,8.5,105031,0
23.5,-1.29,10,14.79,103874,0
20,2.67,15,2.33,310475,0
12.5,0.75,5,6.75,213993,992181
11.5,-4,5,10.5,117759,0
29.5,-1.88,10,21.38,229924,999447
30.5,1.4,20,9.1,102720,0
26,2.12,15,8.88,319625,0
28,-12,5,35,303554,0
21,-3.5,10,14.5,210449,995942
13,-5.33,5,13.33,114936,0
8,3,5,0,110508,0
13.5,-2.25,5,10.75,300073,0
11,0.5,5,5.5,207588,0
20.5,-3.5,5,19,328846,0
20,0,5,15,125814,0
17,2.67,10,4.33,105897,0
25,-2.5,20,7.5,221015,0
15.5,3,10,2.5,212917,997022
21,3.33,15,2.67,210049,0
10.5,-0.75,5,6.25,329457,0
16,1.5,10,4.5,307234,0
10,2,5,3,115179,0
22.5,0.85,10,11.65,120132,991904
18,-3.5,5,16.5,116883,0
9,2,5,2,330100,0
21.5,2.75,10,8.75,119655,0
14.5,0.5,5,9,115604,0
13.5,1.5,5,7,304684,0
30.5,-0.1,15,15.6,325865,997982
10,0,5,5,306134,0
29.5,-13,5,37.5,314845,999784
24,-4,10,18,111049,0
12,0,10,2,104879,995651
14.5,-0.17,10,4.67,319350,0
27.5,-9,10,26.5,124147,0
23,1.67,15,6.33,209015,999064
37.5,4.55,20,12.95,316942,0
22.5,-0.4,15,7.9,324750,993175
16.5,-2,10,8.5,124011,999399
7.5,-1.5,5,4,216996,0
22,0.5,10,11.5,324374,0
14.5,-0.75,5,10.25,204583,994887
12.5,-11.5,5,19,111459,994046
27,4,15,8,307805,0
28,-5.38,15,18.38,200431,0
22,0.67,10,11.33,305212,994369
16.5,0.4,5,11.1,300346,0
26.5,3,15,8.5,204316,0
17,3.4,10,3.6,103273,994888
16.5,-0.5,5,12,209532,0
24.5,-6.33,5,25.83,128049,995007
12,0.25,5,6.75,210686,0
22.5,-3,5,20.5,303790,0
30,-10,10,30,227253,0
20.5,1.3,10,9.2,327404,0
18.5,1.75,15,1.75,118382,0
20.5,0.5,10,10,319898,0
20.5,1.37,5,14.13,126347,0
16,-1,10,7,315635,0
9.5,0.75,5,3.75,130823,0
15,-1,5,11,308384,0
18,3,10,5,311296,0
13.5,1,10,2.5,200017,0
10,1,5,4,200792,0
21,-1,5,17,128449,0
17.5,0.5,15,2,323550,0
13.5,-0.5,5,9,100354,999026
10,0.75,5,4.25,103405,0
15.5,-2,5,12.5,103696,0
21.5,-12.5,5,29,125623,0
17.5,-2,5,14.5,118224,0
21,1.17,5,14.83,316237,0
17,-3,5,15,304540,995141
33.5,0.83,20,12.67,316848,0
11.5,1.5,5,5,130233,0
20.5,0.17,10,10.33,314427,0
17.5,0.33,10,7.17,320036,0
16.5,-3.25,5,14.75,326994,0
16.5,2.75,10,3.75,228063,993733
27,-9.25,5,31.25,203040,0
5.5,0.5,5,0,115880,0
28.5,6.37,20,2.13,216677,0
9,0,5,4,201255,0
11,1.33,5,4.67,126517,0
15,3.33,10,1.67,306837,0
31.5,-15.83,10,37.33,310886,0
30,-3.2,10,23.2,322396,0
17.5,0.5,10,7,215192,0
9.5,2.5,5,2,210535,991891
11.5,-0.25,5,6.75,326575,0
18,-4.33,10,12.33,303376,0
9,1.25,5,2.75,213919,0
18,2.75,10,5.25,214370,0
10.5,0.5,5,5,105576,0
15,-10.67,5,20.67,214813,0
12,-3,5,10,119462,0
9,-2,5,6,328626,0
15.5,-1.5,5,12,329228,997307
30.5,-15.2,10,35.7,323564,991900
7.5,0.5,5,2,305532,0
18,-0.33,10,8.33,205507,993958
28,-20.2,5,43.2,218245,0
15.5,-1.5,5,12,210004,0
15.5,1,10,4.5,103161,0
24.5,2.7,10,11.8,126302,0
10.5,2,5,3.5,215436,0
24.5,-3.8,10,18.3,303108,0
14,-10.5,5,19.5,117305,0
12.5,2.5,10,0,304826,998993
38,-6.5,15,29.5,307848,0
7.5,-0.17,5,2.67,217095,0
35,-7.5,5,37.5,308341,0
14,0.5,5,8.5,200688,995536
8.5,-1.5,5,5,122440,0
10.5,1.25,5,4.25,210475,0
10,-0.5,5,5.5,107362,992076
13,1.67,5,6.33,328358,0
20,2,10,8,131089,0
15,1.75,5,8.25,223254,0
15,5,10,0,217720,0
34.5,1.8,20,12.7,116675,0
6.5,-1.5,5,3,101775,0
11,1.17,5,4.83,331043,0
14,2.33,5,6.67,128213,0
18.5,2,10,6.5,203339,0
24,-10.25,5,29.25,224404,0
22,0.67,10,11.33,123678,995726
15,-1.25,5,11.25,104059,0
9,-1,5,5,217068,996206
17.5,0.5,10,7,106243,0
12.5,2,5,5.5,211921,0
13,2.5,5,5.5,121911,0
9.5,1.75,5,2.75,205402,0
19.5,2.87,10,6.63,106436,997299
21.5,-1.33,5,17.83,127831,999396
40,-4.25,10,34.25,129327,0
28,0.67,15,12.33,209579,990515
31.5,-17,10,38.5,120143,0
14,-3,10,7,211374,0
17,-7,5,19,205142,0
20,1.75,10,8.25,119868,0
15.5,-0.5,5,11,302564,0
12,2,5,5,111853,0
29,-8,10,27,307588,0
20,0,5,15,315733,0
40,-16.7,10,46.7,329000,0
13,0.5,10,2.5,324272,0
17,2.33,10,4.67,129453,991480
21,-1.92,5,17.92,125103,0
23,-0.67,10,13.67,311642,991341
19,1.5,10,7.5,323014,0
23.5,-3,10,16.5,105202,0
10,3,5,2,130076,994308
17,-7.5,5,19.5,309891,0
28.5,-0.38,15,13.88,312612,0
21,-5.75,5,21.75,229978,0
22.5,-7.83,5,25.33,222367,0
27,-3,5,25,329559,0
16,0.33,5,10.67,210776,0
10,1.67,5,3.33,107550,0
33,-10.42,5,38.42,308486,0
17,-1.67,5,13.67,318639,0
7.5,1,5,1.5,105487,0
15,0.33,5,9.67,300840,992874
22.5,-9.25,5,26.75,319184,0
12,-5.67,5,12.67,319548,0
24.5,4.29,15,5.21,203079,0
23.5,-3.5,10,17,320702,0
35,-11.63,10,36.63,223589,0
9.5,0.5,5,4,200521,0
16,-8,5,19,122180,0
12,2,5,5,317352,0
15.5,3.67,10,1.83,104191,991505
22,-1,10,13,204118,996418
12.5,-1.5,5,9,201280,0
18.5,-1,10,9.5,318977,995533
17.5,-0.25,10,7.75,223465,0
17,1.17,10,5.83,116674,997452
10,1.67,5,3.33,327718,0
8.5,1.25,5,2.25,203444,0
8.5,-2.5,5,6,323125,0
23,0.42,15,7.58,315609,0
19,0,5,14,227354,0
19,0,10,9,218234,0
19.5,-0.13,5,14.63,127144,0
31.5,-21,5,47.5,221053,0
13,-2.67,5,10.67,210742,991470
23.5,-7.5,5,26,230699,0
20,1.67,15,3.33,221731,998236
16.5,3,10,3.5,220159,0
25.5,-2.2,10,17.7,311893,0
30.5,-3.5,10,24,204342,0
14.5,0.62,5,8.88,217735,0
11.5,1.5,10,0,204055,994454
14.5,-1.25,5,10.75,302615,0
39,-12.71,10,41.71,120783,0
19,-0.13,5,14.13,101744,0
24,-8,5,27,324100,994507
10.5,0.5,10,0,330529,0
23,-7.5,5,25.5,229801,0
13,0,5,8,311338,0
17.5,-6.17,5,18.67,202955,0
13,-1,5,9,121397,0
26,-0.67,15,11.67,214774,0
14.5,-4,5,13.5,301717,0
13,1.67,5,6.33,223816,995944
18.5,1.92,10,6.58,321697,0
16,4,10,2,310978,992618
24.5,-29.25,5,48.75,207307,0
27.5,1.75,15,10.75,214687,0
32,-4.33,10,26.33,224258,0
16,-3,5,14,111880,0
32.5,-10.63,15,28.13,310118,0
17,2,5,10,104860,991582
12.5,-1.5,10,4,326097,993476
18,-0.75,5,13.75,323882,0
11,0.08,5,5.92,220121,996761
11.5,-3.5,5,10,322195,993870
24,-8.33,5,27.33,203808,0
28,-10.07,5,33.07,124623,0
13.5,1,10,2.5,104173,0
20.5,1.5,10,9,320422,0
12,2,5,5,227443,0
21.5,-1.75,5,18.25,311868,0
20.5,-0.03,10,10.53,306967,0
7.5,0.25,5,2.25,200364,0
20,1.33,5,13.67,312060,991456
18,-1.4,5,14.4,110332,0
24,-0.67,10,14.67,226684,999422
13,1.33,5,6.67,201178,0
25,-1.52,10,16.52,216728,996357
12,1,5,6,222087,0
9.5,1.25,5,3.25,214240,0
8,1.5,5,1.5,100282,999877
24.5,4,15,5.5,323164,0
17,1.5,10,5.5,119131,0
8,0,5,3,101657,0
18.5,3.08,10,5.42,308892,0
17,-1.5,5,13.5,212933,0
23,0.5,15,7.5,212226,998946
27,-5,15,17,230598,990464
21,0.5,10,10.5,212410,0
17.5,1.87,5,10.63,103570,0
19.5,2.67,10,6.83,210430,991686
15,-4,5,14,216587,992207
6,1,5,0,124080,0
18.5,2.75,10,5.75,315334,0
13.5,-0.75,5,9.25,113609,994359
10,1.5,5,3.5,219625,0
23.5,-2.5,10,16,314180,0
20,0.67,10,9.33,328909,0
16.5,-3.5,5,15,122590,0
30.5,-0.83,15,16.33,221688,0
11.5,-0.25,5,6.75,228892,995888
10,2,5,3,208201,0
10,2.33,5,2.67,106650,995929
12.5,-0.75,5,8.25,302196,993613
20.5,1.75,15,3.75,319491,996133
31,-17.4,5,43.4,210831,0
26,1,15,10,329600,0
15,-1.17,5,11.17,107060,0
25.5,0.5,15,10,306725,0
9,1.33,5,2.67,221386,0
24.5,4.5,20,0,301489,0
37.5,-3.75,15,26.25,104997,0
17.5,-2.17,5,14.67,325349,0
19.5,0.33,10,9.17,313228,0
12.5,1.5,5,6,130678,0
8,1.5,5,1.5,220710,0
16.5,0.9,5,10.6,212104,0
18,-4.25,5,17.25,309581,991981
20,-1.83,5,16.83,318584,0
15,2,5,8,207381,997461
12,-2,5,9,230512,0
23.5,3.5,15,5,315932,999101
26.5,-14,5,35.5,115856,991650
18,-7.5,5,20.5,200161,0
17,-6,5,18,313353,0
10,2,5,3,111303,0
22.5,-3.5,5,21,129163,0
8,1.5,5,1.5,107721,0
15,-1,5,11,122259,0
30,-6.5,10,26.5,127475,0
10.5,2,5,3.5,303520,0
19,-2.2,5,16.2,216001,995858
27,-6.17,15,18.17,119061,992833
35,-4.5,10,29.5,315778,0
11.5,-1,5,7.5,321939,0
18.5,1.17,15,2.33,108214,0
30.5,-16.55,5,42.05,113088,0
19.5,-1.75,10,11.25,310441,0
16.5,1.5,10,5,309844,0
9,0,5,4,213744,994800
21.5,-3,5,19.5,218076,0
16,-3.33,5,14.33,300107,0
9,2,5,2,308707,993234
15,1.6,5,8.4,200030,995747
23,1.25,15,6.75,224157,991896
13,-2,5,10,323059,0
7,2,5,0,326912,0
8,1.5,5,1.5,119817,0
21,2.83,10,8.17,230546,0
15,-1,10,6,126567,0
19,-5.75,5,19.75,115962,0
36,-15,10,41,314473,0
22,3,10,9,130708,0
25,1.2,10,13.8,320118,0
13,1.25,5,6.75,315744,0
15.5,1,10,4.5,112930,0
13.5,1.15,5,7.35,302023,993920
19,-1,5,15,319205,0
12,2,5,5,223568,0
6.5,0,5,1.5,305087,0
12,2,10,0,225956,0
18.5,0,10,8.5,302545,0
13,1.67,5,6.33,124703,0
14,0.33,5,8.67,115519,995120
21,-0.6,5,16.6,125976,0
17.5,2.17,10,5.33,227747,0
23,-3,10,16,103746,0
18,2.75,10,5.25,125082,0
13,-3,5,11,216215,990871
17,-7,5,19,318055,0
14,-3.5,5,12.5,122513,990163
21,6,15,0,104253,0
27.5,-3,5,25.5,316898,0
35,-12.33,10,37.33,206701,995840
12.5,-2.17,5,9.67,203418,997495
26,-3,5,24,309449,0
16.5,-2.5,10,9,106665,0
13,1.33,5,6.67,304576,0
9.5,0.75,5,3.75,123362,0
15,-2.25,5,12.25,313955,0
12,0.25,5,6.75,302043,0
29,-0.88,15,14.88,212706,0
35.5,-13.25,5,43.75,217526,0
13,-1.75,5,9.75,215101,0
17,1.5,5,10.5,217172,999370
27.5,1.79,20,5.71,208369,991853
23,-3,5,21,202751,998653
17.5,-8.25,5,20.75,118908,0
19,0,5,14,315133,992973
17.5,1,10,6.5,103861,0
20.5,-4.38,5,19.88,114007,0
19.5,-2.25,5,16.75,320636,0
16.5,-0.75,5,12.25,210405,0
24,-3.5,10,17.5,318994,0
17.5,-4.5,10,12,327929,996745
20.5,-0.75,10,11.25,113109,0
23.5,-6.63,5,25.13,115440,0
14,2.17,10,1.83,202475,997811
12.5,2.25,5,5.25,307526,0
14.5,-2.17,5,11.67,305842,0
16.5,1.83,5,9.67,222078,994420
18,-1.5,5,14.5,119299,0
6.5,0,5,1.5,205239,993499
16,0.5,5,10.5,118538,0
34,-22.3,5,51.3,207507,0
31,-6.47,10,27.47,302937,0
19,-3,5,17,229289,0
22.5,-3,10,15.5,214471,0
15.5,1.5,5,9,329621,0
20.5,2,15,3.5,106590,0
15.5,-3,5,13.5,110911,0
32.5,-1.75,15,19.25,216914,0
16.5,1.5,10,5,208771,0
20.5,-3.63,5,19.13,224439,0
31.5,2.1,20,9.4,111536,993202
7,-0.25,5,2.25,323999,0
17.5,-0.75,10,8.25,114973,0
9.5,1.25,5,3.25,203368,0
17,-1.33,10,8.33,120982,0
6,1,5,0,304858,0
23.5,-11.75,5,30.25,230154,0
18,-3.5,5,16.5,301110,0
13,-3.5,5,11.5,216365,0
12,1.33,5,5.67,311945,0
14,1.17,10,2.83,103463,0
18.5,-1.5,10,10,108337,0
17.5,-2.25,5,14.75,326296,0
17,0.25,10,6.75,310227,0
44.5,-16.2,10,50.7,123640,0
14.5,1.5,10,3,226620,0
12,0,5,7,207617,0
24,4.4,10,9.6,112711,0
11.5,2.5,5,4,300394,992070
20.5,0.5,10,10,214101,0
29.5,-2.5,10,22,313891,995238
11.5,0,5,6.5,328824,0
8.5,1.25,5,2.25,130503,995453
8.5,1.25,5,2.25,315251,0
10.5,-2.5,5,8,107443,0
17,-3.67,5,15.67,210039,0
17,-0.75,5,12.75,128773,994711
14.5,0.5,5,9,221089,0
14,2.67,10,1.33,204806,0
17,0.33,5,11.67,218742,990786
14,0.33,5,8.67,327194,0
23.5,0.5,10,13,319360,0
6.5,1.5,5,0,301641,0
16,-3,5,14,301682,993125
7,-0.25,5,2.25,323305,0
23.5,-4.67,10,18.17,318088,999245
14.5,0,10,4.5,115554,0
6,1,5,0,112578,0
13.5,2.17,10,1.33,316551,0
19,-0.75,5,14.75,328325,0
21,-5.25,5,21.25,301533,990698
17,-2,5,14,206649,997890
10,1.67,5,3.33,312436,0
22.5,-0.3,5,17.8,100011,0
20,3.12,15,1.88,124538,0
23.5,-4.9,5,23.4,227624,997369
13.5,3.5,10,0,209141,0
5,0,5,0,100654,0
24.5,0.83,10,13.67,123909,0
18,0.33,5,12.67,102565,0
19,1.5,10,7.5,129152,0
11,1,5,5,324143,999878
23,-1.5,5,19.5,222780,0
22.5,-1.5,10,14,321053,0
13.5,0,5,8.5,216225,0
10,2,5,3,122855,0
12,2,5,5,127185,998160
8,0.75,5,2.25,304425,0
13.5,1,5,7.5,312377,992167
27,-4,10,21,317300,0
42.5,-13.9,15,41.4,329070,992317
13.5,-2,5,10.5,117225,0
17,3.67,10,3.33,215075,0
29.5,3.62,20,5.88,304982,0
19.5,0.33,10,9.17,221886,0
15.5,-0.5,5,11,122264,0
16,0.5,10,5.5,212732,0
23.5,2,15,6.5,317681,0
19,-3,10,12,228808,0
12.5,-2,5,9.5,314496,0
24.5,-5.25,5,24.75,109383,0
9,0,5,4,105683,0
8,-0.5,5,3.5,330892,0
7,1,5,1,310434,0
14,-2,5,11,213796,0
18.5,1.62,5,11.88,327145,0
33.5,-12.1,5,40.6,200597,0
10,1,5,4,301172,990385
25.5,2,10,13.5,120032,0
21.5,1,10,10.5,320159,0
10.5,0.5,5,5,219823,0
15.5,-3.75,5,14.25,302919,0
14.5,2.67,10,1.83,306257,0
12.5,2,5,5.5,126193,0
30,-4.33,10,24.33,116888,999230
23.5,-7,5,25.5,130050,0
12,0.67,5,6.33,313137,0
29.5,-2.58,5,27.08,310292,0
43,-8,20,31,104290,0
30.5,-15.25,10,35.75,300278,0
21,0.5,10,10.5,301324,0
12,-1.67,5,8.67,103392,0
19,1.6,15,2.4,302478,0
14.5,-2.5,5,12,323415,995651
24.5,4.33,15,5.17,319574,0
9.5,0.83,5,3.67,127310,0
15,2.5,10,2.5,310518,991702
35,-15.67,5,45.67,102121,0
27.5,4.25,20,3.25,210253,0
14,-1.5,5,10.5,113021,0
20.5,-1,5,16.5,301939,0
33.5,-11.67,10,35.17,224112,0
12.5,-1.5,5,9,126264,997394
18.5,-1.5,5,15,315245,992866
7,2,5,0,211656,0
17.5,-1.25,5,13.75,222453,0
16,-3,5,14,123842,0
11,-1.5,5,7.5,122705,0
26,-0.75,10,16.75,105112,0
6.5,0.5,5,1,106896,991070
14,-3,5,12,318661,0
6.5,1.5,5,0,116442,0
22.5,-0.75,10,13.25,220827,0
19,1.5,10,7.5,322385,0
27.5,-7.3,10,24.8,219006,0
14,-2.17,5,11.17,316547,993537
13,-3,5,11,330330,0
17,2.33,10,4.67,229586,0
11.5,-1.25,5,7.75,218108,0
19.5,-6.5,5,21,316381,0
8,1.5,5,1.5,207361,991545
21,0,10,11,209234,0
23,-6.93,5,24.93,125016,0
12.5,-0.75,5,8.25,127916,0
10,-1.25,5,6.25,203184,0
8,0.75,5,2.25,106094,990167
14,0.5,5,8.5,324167,0
20.5,-0.17,5,15.67,223634,0
19.5,0.5,10,9,219464,998227
32.5,-8.1,10,30.6,321971,0
23.5,2.5,15,6,108819,0
39,-2.88,10,31.88,331268,999052
17.5,-3,5,15.5,110744,0
40.5,-11.38,20,31.88,219780,0
18,0.5,10,7.5,306298,0
22,0.25,15,6.75,308721,0
30.5,-6.5,10,27,221845,0
