Airline,CustomerID,How_likely_are_you_to_recommend_this_airline
Hand-Maggio,de66cae,9
Hand-Maggio,853364a,8
Hand-Maggio,e48af99,9
Hand-Maggio,29238f6,9
Hand-Maggio,af22f5c,9
Hand-Maggio,cd59fdd,10
Hand-Maggio,27eb208,8
Hand-Maggio,f0013c1,10
Hand-Maggio,a8a2a58,8
Hand-Maggio,ef2d1bf,2
Hand-Maggio,3fa8525,3
Hand-Maggio,6b4a3ac,8
Mayer-Shanahan,b8c0207,9
Mayer-Shanahan,a97b9ba,9
Mayer-Shanahan,b6a26e6,8
Mayer-Shanahan,333dd34,10
Mayer-Shanahan,95c065a,10
Mayer-Shanahan,77be4b0,9
Mayer-Shanahan,90a3600,5
Mayer-Shanahan,cea2e82,7
Mayer-Shanahan,0c6922b,4
Mayer-Shanahan,d59e1de,8
Mayer-Shanahan,d51a818,4
Mayer-Shanahan,f57b155,9
Mayer-Shanahan,301eec7,6
Mayer-Shanahan,0235dcf,4
Mayer-Shanahan,29b78a1,9
Mayer-Shanahan,2f0c933,7
Mayer-Shanahan,c2fa872,4
Mayer-Shanahan,4e613d9,7
Mayer-Shanahan,e344f36,7
Mayer-Shanahan,3bfbe96,7
Mayer-Shanahan,830f542,10
Mayer-Shanahan,24b77b1,3
Mayer-Shanahan,4a0cf82,8
Mayer-Shanahan,3f64d4f,10
Mayer-Shanahan,6405020,9
Mayer-Shanahan,d9ad439,10
Mayer-Shanahan,7615607,10
Mayer-Shanahan,cfde1d8,7
Mayer-Shanahan,089ffa4,5
Mayer-Shanahan,ac0d53a,8
Mayer-Shanahan,ab124cb,9
Mayer-Shanahan,f5471b4,8
Mayer-Shanahan,f2b8429,10
Mayer-Shanahan,cb3e4d3,7
Mayer-Shanahan,2463c42,8
Mayer-Shanahan,2ac08e3,8
Mayer-Shanahan,1421d81,9
Mayer-Shanahan,2faa790,1
Mayer-Shanahan,7ff7ccd,5
Mayer-Shanahan,4b3842c,1
Mayer-Shanahan,fcba226,2
Mayer-Shanahan,2876f1c,7
Mayer-Shanahan,304360e,10
Mayer-Shanahan,063bd4c,2
Mayer-Shanahan,94ddde1,3
Mayer-Shanahan,c5e15aa,1
Mayer-Shanahan,c6f50eb,4
Mayer-Shanahan,4a86615,2
Mayer-Shanahan,9de515b,8
Mayer-Shanahan,f458803,6
Mayer-Shanahan,902a5c4,9
Mayer-Shanahan,7748dd1,7
Mayer-Shanahan,04cabda,8
Mayer-Shanahan,31ef19d,7
Mayer-Shanahan,19d1f52,8
Mayer-Shanahan,bbf46b6,4
Mayer-Shanahan,3aa0bea,10
Mayer-Shanahan,1340f74,9
Mayer-Shanahan,c1ba6df,7
Mayer-Shanahan,5698a71,10
Mayer-Shanahan,7da22a7,8
Mayer-Shanahan,65c62e2,9
Mayer-Shanahan,80a4f9a,4
Mayer-Shanahan,b3e2902,9
Mayer-Shanahan,9da0ecf,7
Mayer-Shanahan,7b76154,6
Mayer-Shanahan,737e6da,7
Mayer-Shanahan,1e745c6,8
Mayer-Shanahan,f349af5,0
Mayer-Shanahan,c9d66d8,6
Mayer-Shanahan,389111f,7
Mayer-Shanahan,59afd50,0
Mayer-Shanahan,af235b6,9
Mayer-Shanahan,f7167cd,10
Mayer-Shanahan,57e73e2,6
Mayer-Shanahan,1f08ad4,2
Mayer-Shanahan,9df29b1,0
Mayer-Shanahan,c5a038c,5
Mayer-Shanahan,e5b9b8c,7
Mayer-Shanahan,7baa87b,9
Mayer-Shanahan,53a6c35,10
Mayer-Shanahan,98e54cc,10
Mayer-Shanahan,f978670,7
Mayer-Shanahan,abe3064,10
Mayer-Shanahan,4ba6802,9
Mayer-Shanahan,1b81908,7
Mayer-Shanahan,fe67c6d,6
Mayer-Shanahan,2b1506c,3
Mayer-Shanahan,bc93f01,10
Mayer-Shanahan,7ad2355,10
Mayer-Shanahan,8e564f7,4
Mayer-Shanahan,4b59a3a,2
Mayer-Shanahan,0b73c03,9
Hoppe Inc,627815,8
Hoppe Inc,f1a97df,7
Hoppe Inc,8e4a03a,9
Hoppe Inc,a596516,9
Hoppe Inc,08e50a0,10
Hoppe Inc,63e039e,10
Hoppe Inc,8b089f7,7
Hoppe Inc,ce34d04,0
Hoppe Inc,d4487d1,9
Hoppe Inc,88dfb54,7
Hoppe Inc,fb55815,9
Hoppe Inc,693c328,5
Hoppe Inc,a00d50a,10
Hoppe Inc,6.66E+75,9
Hoppe Inc,658b54b,10
Hoppe Inc,1d0ca59,10
Hoppe Inc,e7156b3,8
Hoppe Inc,c75a2a7,2
Hoppe Inc,620fa80,10
Hoppe Inc,b6b022a,10
Hoppe Inc,7fc1ad0,6
Hoppe Inc,737d2d0,9
Hoppe Inc,107dbbf,10
Hoppe Inc,358be72,7
Hoppe Inc,fffaa3f,8
Hoppe Inc,cc2b173,3
Hoppe Inc,d931ad5,2
Hoppe Inc,4.33E+36,8
Hoppe Inc,6595ef2,3
Hoppe Inc,2.04E+07,8
Hoppe Inc,35edebd,10
Hoppe Inc,3a36c42,9
Hoppe Inc,93c32ab,8
Hoppe Inc,393e77b,8
Hoppe Inc,902f5af,7
Hoppe Inc,38c570d,2
Hoppe Inc,dbc261b,7
Hoppe Inc,0e6e269,2
Hoppe Inc,ca0e78b,5
Hoppe Inc,87a6ff9,10
Hoppe Inc,1c44da6,2
Hoppe Inc,86cb658,7
Hoppe Inc,7106d51,3
Hoppe Inc,b341198,9
Hoppe Inc,fe78f1c,9
Hoppe Inc,b726915,9
Hoppe Inc,6aba5d1,8
Hoppe Inc,4073255,9
Hoppe Inc,e6471c8,2
Hoppe Inc,e2e2e70,7
Hoppe Inc,0ec36d4,10
Hoppe Inc,b33b689,10
Hoppe Inc,0457ece,9
Hoppe Inc,be602a6,6
Hoppe Inc,fc24056,7
Hoppe Inc,4272ec1,9
Hoppe Inc,5b6613d,7
Hoppe Inc,a53efec,3
Hoppe Inc,11c8dd1,10
Hoppe Inc,74cfcb3,7
Hoppe Inc,2ccf023,9
Hoppe Inc,854b567,7
Hoppe Inc,4461d9b,9
Hoppe Inc,fe3f023,8
Hoppe Inc,7d06972,2
Hoppe Inc,e8d9ed5,9
Hoppe Inc,dfbf3f3,3
Hoppe Inc,fefa323,1
Hoppe Inc,afa2fb3,8
Hoppe Inc,972d308,10
Hoppe Inc,82d6677,9
Hoppe Inc,89ffe68,10
Hoppe Inc,438be21,2
Hoppe Inc,d0dc2ec,1
Hoppe Inc,58aa70d,7
Hoppe Inc,2966277,2
Hoppe Inc,d3ec818,10
Hoppe Inc,7d7048a,10
Hoppe Inc,db998c7,9
Hoppe Inc,1cc7a6d,9
Hoppe Inc,a7dfff0,7
Hoppe Inc,27efb2d,3
Hoppe Inc,4d466a4,10
Hoppe Inc,071b751,4
Bayer-Collier,4497258,9
Bayer-Collier,423f0d0,7
Bayer-Collier,11cb56c,5
Bayer-Collier,2216ac4,8
Bayer-Collier,e724808,10
Bayer-Collier,33a2f68,8
Bayer-Collier,cdf8433,8
Bayer-Collier,abf65b1,8
Bayer-Collier,806e3a8,10
Bayer-Collier,d209668,7
Bayer-Collier,2148848,10
Bayer-Collier,2e018ce,7
Bayer-Collier,ccbb5f9,1
Bayer-Collier,7cd8121,7
Bayer-Collier,96fa8ac,6
Bayer-Collier,a83b268,6
Bayer-Collier,f07a17e,4
Bayer-Collier,24de1d8,10
Bayer-Collier,4.39E+07,10
Bayer-Collier,d1c82c6,7
Bayer-Collier,41daf91,7
Bayer-Collier,b4802d9,9
Bayer-Collier,eebfaee,9
Bayer-Collier,331f72d,7
Bayer-Collier,a25209e,7
Bayer-Collier,b5162a7,0
Bayer-Collier,c0da84f,9
Bayer-Collier,45e9f46,7
Bayer-Collier,4f99a6c,5
Bayer-Collier,20b68c6,9
Bayer-Collier,f8dcd16,9
Bayer-Collier,1e0275a,7
Bayer-Collier,1b93e0b,10
Bayer-Collier,0019c47,0
Bayer-Collier,e3e1a97,8
Bayer-Collier,e416bdf,9
Bayer-Collier,cf61245,7
Bayer-Collier,d301227,10
Bayer-Collier,16f972b,8
Bayer-Collier,572274c,0
Bayer-Collier,7ea6f13,0
Bayer-Collier,0dee42b,7
Bayer-Collier,9e9dea9,8
Bayer-Collier,cfd671e,9
Bayer-Collier,dd4dfb3,10
Bayer-Collier,3b732f0,10
Bayer-Collier,339fcf3,5
Bayer-Collier,a714159,7
Bayer-Collier,79f74ac,10
Bayer-Collier,013b4ab,5
Bayer-Collier,2.23E+07,4
Bayer-Collier,fc479ba,8
Bayer-Collier,d3e0cc0,2
Bayer-Collier,01c8688,3
Bayer-Collier,ab4f8af,8
Bayer-Collier,191eb0b,9
Bayer-Collier,3d63bac,10
Bayer-Collier,545b8a1,7
Bayer-Collier,dd7f6b8,7
Bayer-Collier,04a1a53,8
Bayer-Collier,ed824d6,9
Bayer-Collier,129d66e,1
Bayer-Collier,f280d41,0
Bayer-Collier,d9137ca,8
Bayer-Collier,e48b880,7
Bayer-Collier,1a59fc1,7
Bayer-Collier,507fa73,10
Bayer-Collier,589d5a8,8
Bayer-Collier,3c04ffd,10
Bayer-Collier,a246432,8
Bayer-Collier,a84ed00,3
Bayer-Collier,8308d69,7
Bayer-Collier,b6ea352,6
Bayer-Collier,8294175,7
Bayer-Collier,3b02ca4,9
Bayer-Collier,8b25e5e,2
Bayer-Collier,bc9a70d,4
Bayer-Collier,4d5ae23,10
Bayer-Collier,4fd1846,4
Bayer-Collier,0c055a8,4
Bayer-Collier,3840428,8
Bayer-Collier,6c39c79,7
Bayer-Collier,3f11c5b,10
Bayer-Collier,64e1522,10
Bayer-Collier,2a2720d,10
Bayer-Collier,8.40E+88,8
Bayer-Collier,43e29dc,8
Bayer-Collier,75b3aa2,8
"Kris, Franecki and Crist",d600a3c,9
"Kris, Franecki and Crist",76dd8fc,9
"Kris, Franecki and Crist",ab76e41,10
"Kris, Franecki and Crist",37bd61f,7
"Kris, Franecki and Crist",69854bf,6
"Kris, Franecki and Crist",ede9e03,7
"Kris, Franecki and Crist",96fd808,9
"Kris, Franecki and Crist",873f0db,0
"Kris, Franecki and Crist",d132ee2,9
"Kris, Franecki and Crist",679ae11,8
"Kris, Franecki and Crist",5beb28d,8
"Kris, Franecki and Crist",86f7786,0
"Kris, Franecki and Crist",cb61c73,9
"Kris, Franecki and Crist",3a1eb5e,10
"Kris, Franecki and Crist",518eb65,5
"Kris, Franecki and Crist",cb1ed04,10
"Kris, Franecki and Crist",3665659,0
"Kris, Franecki and Crist",4430de3,8
"Kris, Franecki and Crist",9279208,8
"Kris, Franecki and Crist",31dd9b3,1
"Kris, Franecki and Crist",5a91a33,10
"Kris, Franecki and Crist",22fc1bf,7
"Kris, Franecki and Crist",9e3b1c6,1
"Kris, Franecki and Crist",c31f953,10
"Kris, Franecki and Crist",af655eb,10
"Kris, Franecki and Crist",56ffea1,7
"Kris, Franecki and Crist",5bb3f1e,7
"Kris, Franecki and Crist",698d211,7
"Kris, Franecki and Crist",ecd2fb9,10
"Kris, Franecki and Crist",3b69081,10
"Kris, Franecki and Crist",4008681,10
"Kris, Franecki and Crist",dc21892,9
"Kris, Franecki and Crist",999398,10
"Kris, Franecki and Crist",e33213b,8
"Kris, Franecki and Crist",cd9719c,7
"Kris, Franecki and Crist",cb97574,9
"Kris, Franecki and Crist",0de2354,8
"Kris, Franecki and Crist",8f18df4,6
"Kris, Franecki and Crist",2f25141,9
"Kris, Franecki and Crist",454332f,8
"Kris, Franecki and Crist",02cc883,0
"Kris, Franecki and Crist",b01e00f,7
"Kris, Franecki and Crist",c1735b7,9
Lynch-Welch,cb65c0e,5
Lynch-Welch,5c54a62,7
Lynch-Welch,cb104f7,8
Lynch-Welch,b288384,1
Lynch-Welch,b55bdba,7
Lynch-Welch,dd43d80,10
Lynch-Welch,989b951,8
Lynch-Welch,f489063,7
Lynch-Welch,51ea8e2,0
Lynch-Welch,9f9d6fd,10
Lynch-Welch,05a5ade,9
Lynch-Welch,46732bc,6
Lynch-Welch,1d906d8,4
Lynch-Welch,a37c08a,7
Lynch-Welch,81c7017,8
Lynch-Welch,52b4dd3,9
Lynch-Welch,894cbab,2
Lynch-Welch,99d8816,10
Lynch-Welch,6c2b99c,10
Lynch-Welch,c88ea68,9
Lynch-Welch,1a5e18b,10
Lynch-Welch,da17544,9
Lynch-Welch,c447b2c,10
Lynch-Welch,41451f0,5
Lynch-Welch,7deeb83,10
Lynch-Welch,e8ba547,2
Lynch-Welch,360619f,8
Lynch-Welch,86b6732,6
Lynch-Welch,0b10c92,10
Lynch-Welch,dc26b17,8
Lynch-Welch,f5ca955,8
Lynch-Welch,4e160d3,9
Lynch-Welch,6e11a40,5
Lynch-Welch,9fb01db,9
Lynch-Welch,e426ef9,8
Lynch-Welch,36f8d9e,0
Lynch-Welch,779c053,6
Lynch-Welch,08aa19a,10
Lynch-Welch,1b8828b,10
Lynch-Welch,08f5e04,9
Lynch-Welch,d49d9f1,7
Lynch-Welch,2f14e4d,10
Lynch-Welch,999d891,7
Lynch-Welch,6e3dfd9,10
Lynch-Welch,4149cc6,4
Lynch-Welch,281a391,8
Lynch-Welch,1c452d5,7
Lynch-Welch,233810f,9
Lynch-Welch,02b4db3,8
Lynch-Welch,c8b1042,7
Lynch-Welch,49555a8,10
Lynch-Welch,f5f3037,9
Lynch-Welch,61ae612,10
Lynch-Welch,9a09e6b,2
Lynch-Welch,2125f0d,8
Lynch-Welch,bd9a160,10
Lynch-Welch,7d12eff,8
Lynch-Welch,7742d62,9
Lynch-Welch,a500243,8
Lynch-Welch,02a9a65,10
Lynch-Welch,9daf20a,10
Lynch-Welch,e8916bc,0
Lynch-Welch,9f083f4,6
Lynch-Welch,166f0bd,6
Lynch-Welch,d94f5a2,7
Lynch-Welch,8428ae0,7
Lynch-Welch,0b0f1f4,10
Lynch-Welch,e3f9dca,4
Lynch-Welch,48d2eb4,10
Lynch-Welch,e412fb4,3
Gutkowski LLC,d5a9828,7
Gutkowski LLC,89dd064,7
Gutkowski LLC,76466c1,9
Gutkowski LLC,2a8d262,9
Gutkowski LLC,6b5cf5f,10
Gutkowski LLC,81df3c1,2
Gutkowski LLC,c6391cd,4
Gutkowski LLC,a3a76f0,10
Gutkowski LLC,4eb3e16,8
Gutkowski LLC,0e75d7c,8
Gutkowski LLC,78688f4,10
Gutkowski LLC,2193819,8
Gutkowski LLC,a477e56,9
Gutkowski LLC,1771eb4,0
Gutkowski LLC,346e9ea,7
Gutkowski LLC,e2e8ce4,9
Gutkowski LLC,77cebb9,4
Gutkowski LLC,f6ec6b1,10
Gutkowski LLC,d41dbc2,7
Gutkowski LLC,c0a5505,10
Gutkowski LLC,cf7ee52,9
Gutkowski LLC,7c4d303,9
Gutkowski LLC,53b9f78,8
Gutkowski LLC,5fc4e2a,10
Gutkowski LLC,6ca67d5,9
Gutkowski LLC,aba3cac,9
Gutkowski LLC,e70ec59,8
Gutkowski LLC,9536df7,9
Gutkowski LLC,dddcafc,10
Gutkowski LLC,e53579d,10
Gutkowski LLC,7989d9e,10
Gutkowski LLC,c9f2b40,9
Gutkowski LLC,11fbc13,7
Gutkowski LLC,b39ac89,7
Gutkowski LLC,d64d20f,9
Gutkowski LLC,f2a51ed,8
Gutkowski LLC,c70a350,10
Gutkowski LLC,e8f4ccf,10
Gutkowski LLC,0f99ebc,9
Gutkowski LLC,238c5a1,5
Adams Group,f2a4a58,2
Adams Group,a119593,0
Adams Group,0bc18bd,7
Adams Group,d77d1b4,9
Adams Group,bb93656,8
Adams Group,e63a397,3
Adams Group,d7a6875,9
Adams Group,0ad4ece,4
Adams Group,d79aabb,9
Adams Group,c3a9fe9,1
Adams Group,751ce18,3
Adams Group,1ea7598,6
Adams Group,f27f9e3,10
Adams Group,968e7f5,7
Adams Group,31a520b,4
Adams Group,f62e30b,6
Adams Group,afa7622,2
Adams Group,60acc83,10
Adams Group,b715731,7
Adams Group,c9c05aa,7
Adams Group,e0d1642,10
Adams Group,c5bc42c,9
Adams Group,9.72E+11,0
Adams Group,2472f5a,7
Adams Group,6f5608c,7
Adams Group,a194599,2
Adams Group,a7c8cbb,9
Adams Group,84f708c,9
Adams Group,7706489,7
"Ortiz, Gleichner and Zulauf",2dc252c,8
"Ortiz, Gleichner and Zulauf",9109446,9
"Ortiz, Gleichner and Zulauf",550202b,8
"Ortiz, Gleichner and Zulauf",bae0d7b,8
"Ortiz, Gleichner and Zulauf",f7f1196,8
"Ortiz, Gleichner and Zulauf",b605085,10
"Ortiz, Gleichner and Zulauf",0ad2ca4,9
"Ortiz, Gleichner and Zulauf",3ed2b5f,7
"Ortiz, Gleichner and Zulauf",673dc9b,10
"Ortiz, Gleichner and Zulauf",d46b339,7
"Ortiz, Gleichner and Zulauf",d6fb1a6,10
"Ortiz, Gleichner and Zulauf",36e7889,10
"Ortiz, Gleichner and Zulauf",cd6d281,1
"Ortiz, Gleichner and Zulauf",6b9843d,7
"Ortiz, Gleichner and Zulauf",4811c8c,0
"Ortiz, Gleichner and Zulauf",c75f93b,2
"Ortiz, Gleichner and Zulauf",af2aaf8,3
"Ortiz, Gleichner and Zulauf",598f8d8,7
"Ortiz, Gleichner and Zulauf",92faf15,1
"Ortiz, Gleichner and Zulauf",c60ec35,2
"Ortiz, Gleichner and Zulauf",4c979b1,9
"Ortiz, Gleichner and Zulauf",f856638,7
"Ortiz, Gleichner and Zulauf",ba69161,8
"Ortiz, Gleichner and Zulauf",fbdf3b6,9
Hodkiewicz-Jaskolski,4725307,5
Hodkiewicz-Jaskolski,b2a842a,0
Hodkiewicz-Jaskolski,90520dc,6
Hodkiewicz-Jaskolski,d2ab8e1,9
Hodkiewicz-Jaskolski,afaef5b,5
Hodkiewicz-Jaskolski,0eebab8,3
Hodkiewicz-Jaskolski,d207835,3
Hodkiewicz-Jaskolski,da07ff2,8
Hodkiewicz-Jaskolski,4defaa9,7
Hodkiewicz-Jaskolski,be56be9,9
Hodkiewicz-Jaskolski,de6e038,9
Hodkiewicz-Jaskolski,9c6882c,10
Hodkiewicz-Jaskolski,5df5ac7,10
Hodkiewicz-Jaskolski,04282c7,7
Hodkiewicz-Jaskolski,d2fc31c,9
Hodkiewicz-Jaskolski,8e00e31,8
Hodkiewicz-Jaskolski,c1c773b,7
Hodkiewicz-Jaskolski,679093,8
Hodkiewicz-Jaskolski,cb9ecff,4
Hodkiewicz-Jaskolski,488a7f2,8
Hodkiewicz-Jaskolski,ba09569,10
Hodkiewicz-Jaskolski,8c8fa65,10
Hodkiewicz-Jaskolski,332c437,8
Hodkiewicz-Jaskolski,cb0adfb,0
Hodkiewicz-Jaskolski,ce29310,7
Hodkiewicz-Jaskolski,d1247ba,9
Hodkiewicz-Jaskolski,8b0232e,10
Hodkiewicz-Jaskolski,b9ba482,8
Hodkiewicz-Jaskolski,4d7ec4a,8
Hodkiewicz-Jaskolski,f26165e,2
Hodkiewicz-Jaskolski,215ae56,8
Hodkiewicz-Jaskolski,19372fc,3
Hodkiewicz-Jaskolski,1da1920,4
Hodkiewicz-Jaskolski,dde4b3d,10
Hodkiewicz-Jaskolski,d8b6ac9,7
Hodkiewicz-Jaskolski,c802ac5,4
Hodkiewicz-Jaskolski,953bee6,1
Hodkiewicz-Jaskolski,059cd57,7
Hodkiewicz-Jaskolski,58d239f,8
Hodkiewicz-Jaskolski,e589975,8
Hodkiewicz-Jaskolski,e14a6ac,8
Hodkiewicz-Jaskolski,9e351f5,9
Hodkiewicz-Jaskolski,351b2c1,0
Hodkiewicz-Jaskolski,47b8b8c,7
Hodkiewicz-Jaskolski,060e395,9
Hodkiewicz-Jaskolski,2a35588,8
Hodkiewicz-Jaskolski,1d86572,8
Hodkiewicz-Jaskolski,dcd96a6,6
Hodkiewicz-Jaskolski,197471c,8
Hodkiewicz-Jaskolski,7541b24,10
Hodkiewicz-Jaskolski,9a0e92f,7
Hodkiewicz-Jaskolski,757df57,10
Hodkiewicz-Jaskolski,be55bae,8
Hodkiewicz-Jaskolski,afba7a2,8
Hodkiewicz-Jaskolski,93d6177,9
Hodkiewicz-Jaskolski,a4c4060,8
Hodkiewicz-Jaskolski,693cdd4,8
Hodkiewicz-Jaskolski,9858ceb,3
Hodkiewicz-Jaskolski,cfdd093,3
Hodkiewicz-Jaskolski,d6a97c1,7
Hodkiewicz-Jaskolski,1b43625,10
Hodkiewicz-Jaskolski,25d16cb,9
Hodkiewicz-Jaskolski,6378417,8
Hodkiewicz-Jaskolski,cfd4705,8
Hodkiewicz-Jaskolski,80c842c,9
Hodkiewicz-Jaskolski,ee1e867,0
Hodkiewicz-Jaskolski,bd80e67,9
Walsh LLC,f84f60b,1
Walsh LLC,62c9030,5
Walsh LLC,201718c,6
Walsh LLC,162285,7
Walsh LLC,ebf27e4,6
Walsh LLC,c286d1e,9
Walsh LLC,dacc026,8
Walsh LLC,73a2097,0
Walsh LLC,21e9651,9
Walsh LLC,ee26bc0,8
Walsh LLC,902b96e,0
Walsh LLC,d8e3624,1
Walsh LLC,be8866a,7
Walsh LLC,7f5e99b,7
Walsh LLC,9c47982,5
Walsh LLC,b69ce48,9
Walsh LLC,de858c9,10
Walsh LLC,d396b24,7
Walsh LLC,43ba14c,8
Walsh LLC,b76b308,0
Walsh LLC,855b223,10
Walsh LLC,b460dc6,8
Walsh LLC,4d7ac56,10
Walsh LLC,b3cf494,10
Walsh LLC,d622b04,4
Walsh LLC,104d693,4
Walsh LLC,30765cf,7
Walsh LLC,6dfa6e0,8
Walsh LLC,ac1b4a3,8
Walsh LLC,b6ac51c,9
Walsh LLC,6d8ae76,9
Walsh LLC,6.82E+12,2
Walsh LLC,1d02da4,3
Walsh LLC,665ad97,9
Walsh LLC,422a6a6,9
Walsh LLC,27bd5a9,5
Walsh LLC,a12aeb2,8
Walsh LLC,57fc011,9
Walsh LLC,2739a1c,7
Walsh LLC,d707af8,9
Walsh LLC,311f0c7,9
Walsh LLC,70d02a8,10
Walsh LLC,42d6848,8
Walsh LLC,789734e,10
Walsh LLC,2510177,9
Walsh LLC,e5c3630,9
Walsh LLC,ca9e0c1,5
Walsh LLC,112f8cd,10
Walsh LLC,c102439,8
Walsh LLC,d756f45,0
"Spencer, Corwin and Gleichner",835999c,7
"Spencer, Corwin and Gleichner",6.03E+85,8
"Spencer, Corwin and Gleichner",6a1e12e,7
"Spencer, Corwin and Gleichner",8f4b0e1,7
"Spencer, Corwin and Gleichner",360bb9a,8
"Spencer, Corwin and Gleichner",4c84a85,7
"Spencer, Corwin and Gleichner",acb0cc5,7
"Spencer, Corwin and Gleichner",72996ca,10
"Spencer, Corwin and Gleichner",d209eaa,9
"Spencer, Corwin and Gleichner",0d1d5a6,9
"Spencer, Corwin and Gleichner",4d3a8bc,10
"Spencer, Corwin and Gleichner",da26a82,10
"Spencer, Corwin and Gleichner",eec0f85,10
"Spencer, Corwin and Gleichner",03f5da8,7
"Spencer, Corwin and Gleichner",445e4dd,7
"Spencer, Corwin and Gleichner",41c44a8,1
"Spencer, Corwin and Gleichner",baf3afa,3
"Spencer, Corwin and Gleichner",827130b,10
"Spencer, Corwin and Gleichner",de10c87,10
"Spencer, Corwin and Gleichner",8df57fe,7
"Spencer, Corwin and Gleichner",8aea59b,6
"Spencer, Corwin and Gleichner",26b7672,3
"Spencer, Corwin and Gleichner",1eaffe1,8
"Spencer, Corwin and Gleichner",68d10f1,10
"Spencer, Corwin and Gleichner",b6e09f2,8
"Spencer, Corwin and Gleichner",3ceb366,7
"Spencer, Corwin and Gleichner",2c2d6b4,9
"Spencer, Corwin and Gleichner",9bac263,7
"Spencer, Corwin and Gleichner",db7999c,10
"Spencer, Corwin and Gleichner",6c82695,8
"Spencer, Corwin and Gleichner",f634a9e,1
"Spencer, Corwin and Gleichner",fde7d58,9
"Spencer, Corwin and Gleichner",ef30f3f,5
"Roberts, Gorczany and O'Connell",e8e7053,9
"Roberts, Gorczany and O'Connell",e14a2b2,3
"Roberts, Gorczany and O'Connell",89d73d3,2
"Roberts, Gorczany and O'Connell",a90a081,10
"Roberts, Gorczany and O'Connell",1a2a1f0,4
"Roberts, Gorczany and O'Connell",4ee270e,0
"Roberts, Gorczany and O'Connell",e4fbc05,8
"Roberts, Gorczany and O'Connell",15b5491,7
"Roberts, Gorczany and O'Connell",6b83176,2
"Roberts, Gorczany and O'Connell",344a8cd,9
"Roberts, Gorczany and O'Connell",082cfd3,7
"Roberts, Gorczany and O'Connell",4a3aa6f,5
"Roberts, Gorczany and O'Connell",bb27947,10
"Roberts, Gorczany and O'Connell",62b0b51,2
"Roberts, Gorczany and O'Connell",09ddc51,9
"Roberts, Gorczany and O'Connell",0a3be85,4
"Roberts, Gorczany and O'Connell",a0a5dfb,0
"Roberts, Gorczany and O'Connell",c069338,5
Parisian-Kovacek,355a4d5,7
Parisian-Kovacek,d5fb671,10
Parisian-Kovacek,7088652,6
Parisian-Kovacek,b27d4a0,3
Parisian-Kovacek,47cfb2e,9
Parisian-Kovacek,31b718d,9
Parisian-Kovacek,c86d30e,3
Parisian-Kovacek,2bd00e8,9
Parisian-Kovacek,a92c4fe,2
Parisian-Kovacek,dbc852b,7
Parisian-Kovacek,0e51f50,2
Parisian-Kovacek,3066380,8
Parisian-Kovacek,44af9a3,9
Parisian-Kovacek,0164ac1,7
Parisian-Kovacek,9d1fdb4,9
Parisian-Kovacek,06ce4ff,7
Parisian-Kovacek,b02a214,9
Parisian-Kovacek,896dabb,1
Parisian-Kovacek,46e8cc9,2
Parisian-Kovacek,cfbdf98,9
Parisian-Kovacek,02f080f,9
Parisian-Kovacek,b3ed945,10
Parisian-Kovacek,9a5f492,8
Parisian-Kovacek,b11a9b6,0
Parisian-Kovacek,7e30087,10
Parisian-Kovacek,d9e9254,9
Parisian-Kovacek,1d2ae53,3
Parisian-Kovacek,33b2c35,7
Parisian-Kovacek,41db378,6
Parisian-Kovacek,d3398fd,10
Parisian-Kovacek,3f59360,10
Parisian-Kovacek,74ee6ec,7
Parisian-Kovacek,904dd13,7
Parisian-Kovacek,4de0733,10
Parisian-Kovacek,9df3aa7,10
Parisian-Kovacek,68f0739,9
Parisian-Kovacek,bd76260,10
Parisian-Kovacek,3817019,0
Parisian-Kovacek,6ceba2b,0
Parisian-Kovacek,2d9a568,10
Parisian-Kovacek,31f4418,10
Parisian-Kovacek,49b0c81,8
Parisian-Kovacek,51e7458,8
Parisian-Kovacek,4bd8549,5
Parisian-Kovacek,cff4089,9
Parisian-Kovacek,32c1a08,10
Parisian-Kovacek,318c55c,10
Parisian-Kovacek,2d13ab7,8
Parisian-Kovacek,37aa09e,2
Parisian-Kovacek,155d37b,6
Parisian-Kovacek,406b695,3
Parisian-Kovacek,c9f21bd,7
Parisian-Kovacek,0a822ca,6
Parisian-Kovacek,e1b970d,7
Parisian-Kovacek,be29ce4,4
Parisian-Kovacek,cf38d74,8
Parisian-Kovacek,1555675,10
Parisian-Kovacek,3d28ab3,10
Parisian-Kovacek,325b504,4
Parisian-Kovacek,046e55a,5
Parisian-Kovacek,f70e03e,10
Parisian-Kovacek,6c5091a,7
Parisian-Kovacek,6ea0617,10
Parisian-Kovacek,0914a84,10
Parisian-Kovacek,4f46096,8
Parisian-Kovacek,e6a6b00,9
Parisian-Kovacek,b4acb85,9
Parisian-Kovacek,b9d8c47,2
Parisian-Kovacek,be0b0c9,10
Parisian-Kovacek,0897bb8,0
Parisian-Kovacek,951afb4,10
Parisian-Kovacek,8644db6,8
Parisian-Kovacek,8db402b,9
Parisian-Kovacek,9ad2a84,9
Parisian-Kovacek,2c35b59,4
Parisian-Kovacek,92b3f18,9
Parisian-Kovacek,55014c1,8
Parisian-Kovacek,cb2d881,8
Parisian-Kovacek,faa301e,8
Parisian-Kovacek,592218f,5
Parisian-Kovacek,d3379ea,1
Parisian-Kovacek,47ecf56,4
