Comment Split,Category,TempF,TempC,Comment,Tweet Id,Created At
done,Air,65,18.3,"Well done to all yesterday\'s successes, in the Channel or on land Hampstead",374446177812746240,02/09/2013 08:18:20
wardened,Air,64,17.8,Volker wardened. Anthony and Simon breakfasted with a Russian. Mitchell swam,374814062804480000,03/09/2013 08:40:10
dani,Air,59,15,"John, Dani and Irene off to France, see you there",377146413920292864,09/09/2013 19:08:06
done,Air,51,10.6,Well done to Boris for his bi-country achievement yesterday,377711590633906176,11/09/2013 08:33:55
quiet,Air,54,12.2,Very quiet except for the excitement on the other side of the Serps,378077575513653248,12/09/2013 08:48:13
wonderful,Air,52,11.1,A wonderful display of eccentricity for the All Clothes Race. Great costumes,378814240989384704,14/09/2013 09:35:27
thermometer,Air,50,10,New thermometer gives almost the same temp as the green one. Water delicious,380620443788771328,19/09/2013 09:12:40
wonderful,Air,59,15,"Another wonderful morning, everybody on tip top form. Jaki made tea for me. Thks",382779337038372864,25/09/2013 08:11:20
wonderful,Air,56,13.3,Another wonderful day. Leanne had a breakfast chat with Frances and Emily,383276080595238912,26/09/2013 17:05:13
benton,Air,52,11.1,Jon Benton asked me to be quiet; everybody thought it was a good idea,383512806282522624,27/09/2013 08:45:53
birthday,Air,56,13.3,Happy Birthday to John Luckhurst but he brought no cake or biscuits,384593626304888832,30/09/2013 08:20:40
introduced,Air,53,11.7,David introduced his new dog whose Swahili name doesn\'t translate as Doglet,385322630003572736,02/10/2013 08:37:28
introduced,Air,53,11.7,David introduced his new dog whose Swahili name doesn\'t translate as Doglet,385680952745558016,03/10/2013 08:21:19
wood,Air,57,13.9,"Cyril Wood Cup won by Mike Olizar in race 1, Boris was 2nd in race 2",386423438711480320,05/10/2013 09:31:41
sailing,Air,56,13.3,Out sailing with John Luckhurst and Alix Christie plus their kids. What a day,387131149556146176,07/10/2013 08:23:53
mackertich,Air,57,13.9,David Mackertich wanted his name in print so David here you are!!,387506701253218304,08/10/2013 09:16:11
dear,Air,57,13.9,Our dear president has passed his level 1 dingy sailing exam. well done Norm.,387861388477341697,09/10/2013 08:45:35
deeley,Air,50,10,Andy Deeley wore a dry suit and did the buoys. I wore a wetsuit and helped,391159585916350464,18/10/2013 11:11:27
eade,Air,55,12.8,"Phil Eade author got married last Friday. If you haven\' t read his books, do so",392931760398663680,23/10/2013 08:33:26
norton,Air,50,10,"James Norton was in the water when I arrived, still in when I left.",393290899750662144,24/10/2013 08:20:32
took,Air,54,12.2,"Flora took a photo of three arses but refused a photo of her \""front\""",393653559822385152,25/10/2013 08:21:37
mitchell,Air,55,12.8,Alan Mitchell came up with a great tweet for today which we have both forgotten,394020132521275392,26/10/2013 08:38:14
very,Air,54,12.2,"Serps very, very very crowded. I swam at Hampton with George and family",394412705748357120,27/10/2013 10:38:11
not,Air,52,11.1,Really not much to say today except we Serps swimmers are a wonderful group,395840106579632128,31/10/2013 09:10:10
winter,Air,52,11.1,"1st winter series races, some interesting handicapping, the handicapper won his",396571853013413888,02/11/2013 09:37:52
l,Air,52,11.1,Alan L. Rob O. and Robin upheld Serps honour at the Bec. Serps team came 3rd,442628880135122944,09/03/2014 11:52:03
talked,Air,50,10,"JCR talked, Rod temperatured, Frances laughed, George wore his awful trunks",450553153466171392,31/03/2014 08:40:17
morning,Air,54,12.2,Gorgeous morning. This date last year water was 32,450912005906776064,01/04/2014 08:26:14
cake,Air,54,12.2,"Drizzle cake from Paddy. I was silent for more than 1 minute, smiles from all",451639263801901057,03/04/2014 08:36:06
discussion,Air,54,12.2,Stimulating discussion yesterday about F &amp; C. What\'s the next subject?,452029179677409280,04/04/2014 10:25:29
races,Air,53,11.7,Maggs Races. Worthy winners were Luckhurst junior and Journalist Rod,452374325476487168,05/04/2014 09:16:58
flowers,Air,51,10.6,The flowers that bloom in the Spring tra la having nothing to do with the case,454172781488652288,10/04/2014 08:23:23
lacys,Air,58,14.4,"Alan Lacy\'s breaststroke race Volker was first Haydn was last, others finished",454905140148191232,12/04/2014 08:53:31
yard,Air,50,10,300 yard marker buoy just repainted. Many swimmers enjoyed a sunny breakfast,455278414124306432,13/04/2014 09:36:47
doing,Air,53,11.7,"Ros doing excellent warden work, Alix is back from USA, hot x buns from me",458520862799704064,22/04/2014 08:21:07
said,Air,54,12.2,Merlin said: Journalists give the facts but not necessarily the truth,459249450192752640,24/04/2014 08:36:16
won,Air,54,12.2,Eliza won Ron\'s race. Compliments paid to Stuart on the elegance of his stroke,459978600742412288,26/04/2014 08:53:39
photo,Air,53,11.7,Lovely photo of the Gooselets with their loving parents from John Tierney,460372833596489728,27/04/2014 11:00:11
daughters,Air,50,10,Frances\'s daughter\'s birthday cake was delicious. Stuart smiled yet again,460697348507963392,28/04/2014 08:29:41
sunny,Air,56,13.3,Lovely sunny day lots of lovely swimmers some in rubber,461539949276594177,30/04/2014 16:17:53
christies,Air,52,11.1,Alix Christie\'s book Guthenberg\'s Apprentice is brilliant. A must read,461539972802445312,30/04/2014 16:17:59
buoy,Air,55,12.8,"Great buoy work by Andy, Dani and Rod. Give them a big thank you when you can",461854463415037952,01/05/2014 13:07:39
wardened,Air,58,14.4,Deirdre wardened Julian and Anisa are back Jeremy Cav has a cracked rib,463602187302879233,06/05/2014 08:52:29
sang,Air,56,13.3,Gordon sang a song but nobody applauded. Rod made some excellent teas,463971964621561856,07/05/2014 09:21:51
general,Air,51,10.6,The general bonhomie and conversation made up for the pretty horrible weather,464335088172691456,08/05/2014 09:24:46
service,Air,51,10.6,Excellent service from the NHS so hopefully soon my new hip will be in place,464689346772488192,09/05/2014 08:52:28
westerly,Air,50,10,Bleak Westerly wind did not deter swimmers enthusiasm for activity and breakfast,465425811890503680,11/05/2014 09:38:55
conversation,Air,50,10,"Convoluted conversation about the size of balls In Hawick, not sure why",466138614389571584,13/05/2014 08:51:20
sunny,Air,50,10,Gorgeous sunny day Rob splashed me wonderful cake from new member Fiona,466869766549155841,15/05/2014 09:16:41
titmuss,Air,62,16.7,Alan. Titmuss race won by Rob O and john Reid Vet,467593025972363264,17/05/2014 09:10:39
years,Air,65,18.3,23 years marriage for Rob and Mrs Rob. George\'s girls swam for 1 hour,467969483039322112,18/05/2014 10:06:33
hit,Air,59,15,Deeley hit Mark FW\'s nose. Frances ticked off some wetsuiters. Rod rodded,468309515059097600,19/05/2014 08:37:43
wardened,Air,59,15,Deirdre wardened beautifully. Hawick Balls from Laura much enjoyed. Thanks,468671157324238848,20/05/2014 08:34:46
got,Air,59,15,Dani got technical but although nobody understood we were all impressed,469065244011425792,21/05/2014 10:40:43
got,Air,60,15.6,George got debagged twice Tori swam very elegantly algae building rapidly,469398226727337984,22/05/2014 08:43:52
rods,Air,60,15.6,"In Rod\'s absence Sam Mound made me some tea, very nice it was too",469787535053692928,23/05/2014 10:30:51
won,Air,56,13.3,Haydn won the Bill Phipps race in very wet conditions with cake made by  Rosie,470127371765706752,24/05/2014 09:01:14
done,Air,56,13.3,Well done to Vanessa for her qualifying swim. New thermometer tomorrow,471578149730668544,28/05/2014 09:06:07
thermometer,Air,58,14.4,"New thermometer is useless, Collective noun for wetsuiters could be Too Many",472072407751360513,29/05/2014 17:50:07
andy,Air,58,14.4,"Flora, Andy and Bee qualified, Steve Newells\' thermometer recorded the temp",472294686242390016,30/05/2014 08:33:22
race,Air,64,17.8,"Relay race won by G,T,S, and M. Sun was out so were the Triathletes",472671009389412352,31/05/2014 09:28:45
green,Air,64,17.8,New green thermometer givers exactly same temp as official Triathlon measurement,473034268638453761,01/06/2014 09:32:12
thames,Air,58,14.4,"Excellent Thames swim last night, Ted has offered to do the temp in my absence",474106725604540416,04/06/2014 08:33:46
misread,Air,58,14.4,Isabel misread my all Serps email and then turned me down for a quickie,474468547587227648,05/06/2014 08:31:31
away,Air,62,16.7,"I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478482752468443137,16/06/2014 10:22:32
away,Air,66,18.9,"I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478482863126745088,16/06/2014 10:22:59
away,Air,76,24.4,"I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478482965358735360,16/06/2014 10:23:23
away,Air,72,22.2,"I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478483115703545856,16/06/2014 10:23:59
away,Air,86,30,"Scorching!I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478483269730975744,16/06/2014 10:24:35
away,Air,82,27.8,"I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478483386177421312,16/06/2014 10:25:03
away,Air,76,24.4,"I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478483479630712832,16/06/2014 10:25:25
away,Air,62,16.7,"I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478483615182245888,16/06/2014 10:25:58
away,Air,64,17.8,"I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478483754617696256,16/06/2014 10:26:31
noisy,Air,56,13.3,"Very noisy changing room: Will, Rosie, Flora, Andy, Bee, Olly etc. in full voice",478825670672674816,17/06/2014 09:05:10
recited,Air,64,17.8,Gordon recited a Rudyard Kipling poem about the Thames. A wonderful treat for us,479177668328714240,18/06/2014 08:23:53
needs,Air,66,18.9,Jeremy needs entries for River Nene otherwise it\'s cancelled,479537671308840960,19/06/2014 08:14:24
wore,Air,67,19.4,Karen wore my cap Bdays for Andy M(30) and Mike B(33) Tierney talked i listened,481350983650639873,24/06/2014 08:19:52
done,Air,59,15,Well done to George and the 9 two hour qualified girls. Now for the Channel,483530740005888000,30/06/2014 08:41:26
frances,Air,59,15,"Jaki, Frances, James, Norm, Flora, George, Bee, Will, Anne, Jeremy etc all swam",483888765308772352,01/07/2014 08:24:06
debagged,Air,68,20,Jaki debagged Rob who splashed me. Kevin swam flutterby,484619995650215936,03/07/2014 08:49:45
via,Air,67,19.4,Cycled via Regents Canal to Olympic Park and had a glorious swim in the pool,485347333430079488,05/07/2014 08:59:56
scratch,Air,60,15.6,800 Scratch Race. Guess who won? Committee meeting. Sailing tomorrow,485347628553891840,05/07/2014 09:01:06
tried,Air,63,17.2,Jaki tried to debag me unsuccessfully. Flora got lots of hugs. Ted swam a mile,486424268767756289,08/07/2014 08:19:17
spoke,Air,58,14.4,"George spoke some Hungarian, I spoke 2 words of Finnish, Cath Cinnamon wardened",487152698228506624,10/07/2014 08:33:48
celebrated,Air,56,13.3,Linda celebrated Serping with cake and cream. George put Sara W on his tandem,487514569787854848,11/07/2014 08:31:45
2,Air,60,15.6,Bridge 2 Bridge won by warden Ros. Well done to all with special thanks 2 Duff,487893894135558145,12/07/2014 09:39:03
minds,Air,64,17.8,Great minds think alike but some say mine doesn\'t. Any suggestions?,488967534532894721,15/07/2014 08:45:19
heat,Air,68,20,New heat wave on the way allows proper swimmers to get a sun tan,489329400501243904,16/07/2014 08:43:15
birthday,Air,71,21.7,Happy Birthday to President Norm and Brother Jeremy. See you tonite at the Thame,489702125820444672,17/07/2014 09:24:19
working,Air,68,20,Enjoy working today I am off to Lords for some entertainment,490046127967068160,18/07/2014 08:11:16
won,Air,68,20,Brian won Rosie\'s 1 mle race. Cyril and Yvonne made a welcome visit,490429690470203392,19/07/2014 09:35:24
swam,Air,68,20,Kevin swam some butterfly,491497354168901633,22/07/2014 08:17:55
wardening,Air,68,20,The wardening system is working wonderfully well so congratulations to Ros,491497533412483072,22/07/2014 08:18:38
splashed,Air,68,20,Rob splashed me Andy arm wreslted me Mirand hugged me Lucky Me,491861940919357440,23/07/2014 08:26:39
splashed,Air,68,20,Rob splashed me Andy arm wrestled me Miranda hugged me Lucky Me,491862279462592512,23/07/2014 08:28:00
pole,Air,68,20,pole pole ya kobe hunma fisha mbali is a wonderful Swahili saying.,492232830274260992,24/07/2014 09:00:26
complement,Air,68,20,"Full complement of swimmers all talking at the same time, some even swam",492969326233022464,26/07/2014 09:47:00
took,Air,68,20,Ted took the temperature. Well done Ted,493675996659609600,28/07/2014 08:35:04
bliss,Air,68,20,Oh Bliss oh Rapture unforeseen as the algae encroach on our territory,494408437145817088,30/07/2014 09:05:31
lovely,Air,64,17.8,Another lovely day although the spaghetti field is getting thicker,494761520166105088,31/07/2014 08:28:33
breakfast,Air,64,17.8,Lovely breakfast with Alix. Flora covered in mosquito bites. Bad Channel weather,495136187632586753,01/08/2014 09:17:20
won,Air,64,17.8,"Race won by Eric, again! Does the Handicapper need some help?",495494653576507392,02/08/2014 09:01:45
campaign,Air,68,20,My campaign for reduced emails to the whole serps group has started,496578041167216640,05/08/2014 08:46:45
stuart,Air,68,20,James Stuart and Nick made a quick stop in France. Biscuits from Alice,496938430518263808,06/08/2014 08:38:49
swim,Air,69,20.6,Swim swim swim equals short version of long story about three swimmers,497320866825641984,07/08/2014 09:58:29
girls,Air,66,18.9,George\'s girls on their way as Is Boris. Good luck to them all,497666345895739392,08/08/2014 08:51:17
girls,Air,66,18.9,"George\'s girls made it yesterday and Nick, Stuart and James earlier in the week",498029840130662401,09/08/2014 08:55:41
fullers,Air,60,15.6,Andrew Fuller\'s medley was the usual swimming challenge,500934910501474304,17/08/2014 09:19:24
conversation,Air,60,15.6,Today\'s conversation was about women losing their iPhone down the toilet,500935353029885952,17/08/2014 09:21:09
sailing,Air,60,15.6,"Went sailing and motor cycling with Henry F-B, what a wonderful day it was",502011327481933824,20/08/2014 08:36:42
article,Air,54,12.2,Interesting article in yesterday\'s Wall Street Journal about swimming and sex,502011585582620674,20/08/2014 08:37:43
lime,Air,58,14.4,Delicious Lime and Lavendar cake from Sam M.Can we have some more please,502381643722928129,21/08/2014 09:08:12
dani,Air,57,13.9,"Heroic Dani the Wolf swims to France, supported by G,N,S,H, on the boat",502545227467735040,21/08/2014 19:58:13
dominate,Air,56,13.3,Youngsters dominate the race: Jessica 1st with William and Feliicity runners up,503097274776707074,23/08/2014 08:31:52
paid,Air,57,13.9,Compliments paid about my Tweets. Good reception for Ingrid\'s new mug designs,503833971474841600,25/08/2014 09:19:14
sarah,Air,61,16.1,Captain Sarah Legrand was congratulated on her University Challenge win,504189166578839553,26/08/2014 08:50:39
norm,Air,58,14.4,President Norm returned from France and talked about sailing,504540724172693504,27/08/2014 08:07:37
warmer,Air,63,17.2,Air warmer than water did not deter hardy swimmers from swimming,504899433134571520,28/08/2014 07:53:00
remember,Air,62,16.7,"Please remember to keep the door closed, keeps the changing room so cosy",505305500041621504,29/08/2014 10:46:33
brutton,Air,58,14.4,"George Brutton cup won by me, excellent handicapping.Thank you Dani",505648006352617472,30/08/2014 09:27:33
dover,Air,59,15,"Celebratory Dover swim with Dani, George, Mrs George, Sarah W",506313915408867328,01/09/2014 05:33:38
wardened,Air,60,15.6,"Ted wardened, lots of swimmers back from holiday, I made tea for the masses",506356106307076096,01/09/2014 08:21:18
daunts,Air,63,17.2,Nothing daunts the intrepid. Im sailing to France so no Tweets till Wednesday,507083696776941568,03/09/2014 08:32:29
anniversary,Air,56,13.3,150th anniversary photo and outstanding turnout for all Clothes Race,510721811034943489,13/09/2014 09:29:03
bye,Air,56,13.3,Bye Bye Mark and Krystie some of us will greatly miss you  Good party last night,511060635321634816,14/09/2014 07:55:25
dart,Air,60,15.6,"George, Dart swimmer showed off his medal, Bill Deeley and I talked club finance",511789931501723648,16/09/2014 08:13:22
consensus,Air,60,15.6,General consensus about the joy of open water swimming. President Norm agreed,512157011187101696,17/09/2014 08:32:01
thanked,Air,60,15.6,Rob thanked me for making him tea but his butterfly needs some improvement,512535993673871360,18/09/2014 09:37:58
vote,Air,60,15.6,Scots vote No. Serpers welcome their Scottish compatriots. Rosie gave me a hug,512870919807991808,19/09/2014 07:48:50
swim,Air,62,16.7,Final swim by Mark and Kristie before they fly to Aus on Tuesday. Bye Bye,513248613414473729,20/09/2014 08:49:39
birthday,Air,52,11.1,My birthday cake offered by new member Hugo who used to live next door to me,513958984446132224,22/09/2014 07:52:25
seems,Air,52,11.1,"Butterfly seems to be the \""in\"" stroke, 4 people did it today. Who\'s next?",514329739000295424,23/09/2014 08:25:40
tierney,Air,52,11.1,John Tierney asked me about my antecedents. Peter Impey talked sailing,514686419491880961,24/09/2014 08:02:59
swiimmers,Air,58,14.4,"2 swiimmers swam 1 mile butterfly. Kevin is progressing, Rob was rather pathetic",515416071097290752,26/09/2014 08:22:21
done,Air,60,15.6,Well done to the MSF team who finally made France. Welcome back Rory &amp; Frances,516501705069166592,29/09/2014 08:16:17
thank,Air,60,15.6,Big Thank You to Tony for cleaning goose poo from the board. Cakey cake from Sam,517233099965747200,01/10/2014 08:42:35
conversations,Air,58,14.4,"Many conversations about swimming, what else is there to talk about? Suggestions",517592347966992384,02/10/2014 08:30:06
gorgeous,Air,58,14.4,"A gorgeous morning, biscuits from a returned Isobel. Wish I was swimming",517955892508364800,03/10/2014 08:34:42
won,Air,58,14.4,"Jan won the race, Mike Olizar made a speech. Lots of cake and biscuits",518329865356210176,04/10/2014 09:20:44
swam,Air,52,11.1,Robert swam some butterfly Ted swam crawl Rory and Sarah got cold,519047021496639488,06/10/2014 08:50:28
guessed,Air,50,10,Temps guessed today as I am at an Old School reunion,519776456558129152,08/10/2014 09:08:58
flyers,Air,52,11.1,The Flyers were hardly flying more of a gentle potter but they did their mile,520488029694480384,10/10/2014 08:16:31
flyers,Air,52,11.1,The Flyers were hardly flying - more of a gentle potter but they did their mile,520514351045046272,10/10/2014 10:01:06
please,Air,52,11.1,"Fabik, please come back. Eric won yet again, Everyone else was 2nd",520887416287424512,11/10/2014 10:43:32
dear,Air,52,11.1,"Oh dear me, My thought process has temporarily dried up but my voice hasn\'t",521939484334899200,14/10/2014 08:24:04
temple,Air,56,13.3,Rosie Temple made me an offer I can\'t refuse for next Tuesday,523031859404361728,17/10/2014 08:44:47
robert,Air,56,13.3,"Andrea, Robert and Volker interviewed about German attitudes to Britain",523780914992926720,19/10/2014 10:21:16
winds,Air,52,11.1,High winds and heavy rain did not dampen the enthusiasm of the Tuesday swimmers,524475245705846784,21/10/2014 08:20:17
yard,Air,54,12.2,"55 yard winter series buoys in place, grateful thanks to Rod for his help",526674155891335168,27/10/2014 09:57:58
not,Air,54,12.2,"It\'s not my fault that the temperature is not going down, blame somebody else",527028282345390080,28/10/2014 09:25:08
quiet,Air,52,11.1,All quiet in the changing room except for the usual noises,527384078736457728,29/10/2014 08:58:57
butterfly,Air,52,11.1,"Robert\'s butterfly is improving, John Luckhurst made Nathalie laugh",529206532215685120,03/11/2014 09:40:44
ashton,Air,52,11.1,"Jo Ashton took the temp Emily, Robert, Mary and Frances were filming on Optimist",536632476639432704,23/11/2014 21:28:47
weather,Air,50,10,Balmy weather Rosy only had one drink last night but it was in a 2 pint glass,545877138004791296,19/12/2014 09:43:46
happy,Air,50,10,Said Happy New Year to Neil D Edward W and Phil E who I haven\'t seen this year,570887971387387906,26/02/2015 10:07:53
buoys,Air,51,10.6,"White buoys out for cleaning, new members joining Great wardening from Ros",586449176075964416,10/04/2015 08:42:33
cant,Air,52,11.1,You can\'t beat a swim on a very sunny Sunday morning at the Serps,587183390992031744,12/04/2015 09:20:04
electricity,Air,52,11.1,No electricity meant an intimate morning for all but no tea. Butterflyers flew,588259783398072323,15/04/2015 08:37:16
llss,Air,52,11.1,Three LLS\'s gave me a cold wet hug. In future please wait for warmer water,588622251487989761,16/04/2015 08:37:35
celebratory,Air,52,11.1,Sam\'s celebratory swim with delicious cakes and lots of noise,591521241456074752,24/04/2015 08:37:08
am,Air,57,13.9,I am sailing,595674524890308610,05/05/2015 19:40:48
am,Air,58,14.4,I am still sailing,595674545979322368,05/05/2015 19:40:53
turnout,Air,53,11.7,Big turnout for Wednesday morning race won by Samlet.,595876255167283202,06/05/2015 09:02:24
birthday,Air,52,11.1,"Shalil\'s birthday. 3 cakes plus biscuits, aren\'t we spoiled",596240787362426882,07/05/2015 09:10:55
biscuit,Air,52,11.1,Terrific biscuit selection so many that they were not all eaten,596590999134203904,08/05/2015 08:22:32
not,Air,58,14.4,I\'m not sure whether I prefer sailing or swimming. Your thoughts please,597331646728249344,10/05/2015 09:25:37
done,Air,58,14.4,Well done Rob and Kevin for qualifying. Welcome back Jon Benton Anisa and Spike,597675354141102080,11/05/2015 08:11:23
zip,Air,52,11.1,The Zip or Velcro? Which is the greater invention? Comments welcomed,598404763277991936,13/05/2015 08:29:48
sam,Air,50,10,Poor Sam Mould only managed 2 hours butterfly. the others did 1 minute more,599130046092181504,15/05/2015 08:31:48
whore,Air,52,11.1,Media whore status reclaimed My Mum and I got two mentions on BBC radio 3 today,599130438070870017,15/05/2015 08:33:22
crocks,Air,52,11.1,Old Crock\'s race won by an old Crock; all comers race won by an allcomer,600178203563565056,18/05/2015 05:56:49
swimming,Air,50,10,Bleak Swimming. A new novel by Robin Hunter. Details on request,600254478122676224,18/05/2015 10:59:54
nathalie,Air,50,10,Apparently Nathalie paid a compliment to John L about a part of his body,601382858113077248,21/05/2015 13:43:41
nathalie,Air,50,10,Apparently Nathalie paid a compliment to John L about a part of his body,601667194829873152,22/05/2015 08:33:32
lovely,Air,52,11.1,The Lovely Shelley-Anne and Laura Latham were wardening,601667652772298752,22/05/2015 08:35:21
phipps,Air,52,11.1,Bill Phipps race won by Eliza Bills\' father was ambassador to Hitler\'s Germany,602406998752272384,24/05/2015 09:33:15
spaghetti,Air,61,16.1,The spaghetti weeds are growing as is the number of wetsuiters,602407333428383745,24/05/2015 09:34:35
missed,Air,54,12.2,"I missed almost all of you  today, where were you?",602769306087202817,25/05/2015 09:32:56
won,Air,52,11.1,"Ron won the Wednesday race, Kevin was 2nd Mould gave me a smile",603475177817645056,27/05/2015 08:17:49
2,Air,57,13.9,"The 2 hr qualifiers found it rather cold, I agree and I only did 30minutes",604950528771166208,31/05/2015 10:00:20
relay,Air,54,12.2,Great relay races. Triathlon competition in the rest of the lake,604984536565456897,31/05/2015 12:15:28
weather,Air,58,14.4,Bleak weather did not deter determined Serpers from doing what they love - swim,605658696505561088,02/06/2015 08:54:20
tweets,Air,52,11.1,"No Tweets till next Monday, I\'m away in France with George and (non Serper) Pat",606024606252679168,03/06/2015 09:08:20
swim,Air,64,17.8,Delicious swim in the Loire while Serpers got bitten in the Serps,607834081838170112,08/06/2015 08:58:32
race,Air,52,11.1,Wednesday race won by one of our esteemed Knights. More eggs from Mould,608551263127674880,10/06/2015 08:28:22
least,Air,54,12.2,At least the sun was put although the wind kept us all on our toes,608917243972481024,11/06/2015 08:42:38
note,Air,51,10.6,Please note repaired and repainted 300 yard buoy currently hanging in the toilet,610364321537871872,15/06/2015 08:32:48
birthday,Air,58,14.4,"Jo\'s birthday. Gemma Cselko, Rupert W and john Luckhurst off to Belmarsh prison",610729647094022144,16/06/2015 08:44:29
thanks,Air,60,15.6,"Huge thanks to Tony Schieman for repairing the mug holder, appreciated by all",611087053246349312,17/06/2015 08:24:41
luckhurst,Air,60,15.6,John Luckhurst wins the 1 miles race closely followed by the lovely Ange,612900583306076161,22/06/2015 08:31:00
ros,Air,60,15.6,Wardens Ros and Jane made each other tea but did not say thank you to each other,612900814257016832,22/06/2015 08:31:55
don,Air,58,14.4,American Don scored an excellent point off your not so honourable Tweeter,613265445848772608,23/06/2015 08:40:50
turnout,Air,60,15.6,Poor turnout for Wednesday race won by Mary but  66 in last night Thames swim,613622037207191552,24/06/2015 08:17:48
lovely,Air,62,16.7,Two lovely Scots on parade both clothed but neither in a kilt. Why not?,613990731926097920,25/06/2015 08:42:52
swans,Air,66,18.9,"More swans (66) than swimmers, one swan bleeding quite badly.",615456905625006080,29/06/2015 09:48:55
swam,Air,68,20,Octavia swam 3.4k and then 200 backstroke to cool down. Well done,616530387335036928,02/07/2015 08:54:33
brought,Air,62,16.7,George brought his work team along for some fun(ds) raising,616885603469275136,03/07/2015 08:26:03
won,Air,66,18.9,Nick won the Club Championship series with Alan Luckhurst 2nd many others behind,617696784840818692,05/07/2015 14:09:24
quiet,Air,62,16.7,Usual quiet Monday and some body kind had washed up all the mugs,617971283368742912,06/07/2015 08:20:09
done,Air,64,17.8,Well done to James for his 10 hour Capri to almost Naples swim,618333590552772608,07/07/2015 08:19:50
memorial,Air,61,16.1,Diana memorial fountain is a water feature but all the grass is dry What a shame,618702839058157568,08/07/2015 08:47:06
team,Air,68,20,President\'s team aborts. Goes to show that a Channel swim is a real toughie,619444221905371136,10/07/2015 09:53:05
tio,Air,68,20,Bridge tio Bridge won by James Norton swimming butterfly. Other flyers flew,619833257576767488,11/07/2015 11:38:59
latham,Air,64,17.8,Laure Latham is in charge of the Daily Tweet for the next 2 weeks. Bonne chance,620874915722469376,14/07/2015 08:38:09
disqualified,Air,67,19.4,"Ron disqualified 4 winning, Robert wins instead. Pretty fly for a rainy day.",621260825915957248,15/07/2015 10:11:38
quietly,Air,67.1,19.5,David quietly borrowed Serps water for his secret frog farm.,621973205629186048,17/07/2015 09:22:22
cornwall,Air,67.1,19.5,"In Cornwall,  George saw giant barrel jellyfish from the coastal path!",623059931390967808,20/07/2015 09:20:38
report,Air,64.4,18,Race report! Ron is victimized (again). He comes 1st but George wins.,623772704685051904,22/07/2015 08:32:56
amp,Air,62.6,17,"Jo &amp; George hold an office \""aqua-meeting\"" B4 eating Flora\'s praline nut cake.",624146043781914624,23/07/2015 09:16:27
team,Air,62.6,17,Has team Faster Than The Ferry left yet? Laure &amp; Cedric off 2 swim Bosphorus.,624496500924633088,24/07/2015 08:29:03
flora,Air,59,15,"Congratulations, Flora Spencer, winner of the Peter Saunders Race!",625032918914760708,25/07/2015 20:00:35
gave,Air,56,13.3,Flora gave me some money for a service rendered. Octavia swam a fast  butterfly,625944488851185664,28/07/2015 08:22:50
usual,Air,53,11.7,The usual fascinating conversations none of which made much sense,626668874365304832,30/07/2015 08:21:17
robin,Air,60,15.6,No Robin today; yippee. Neil Price present so good replacement :),627028775159640064,31/07/2015 08:11:24
thank,Air,67,19.4,Huge thank you to Jeremy/Ingrid for a fantastic River Nene swim event yesterday,628123836232429568,03/08/2015 08:42:47
taken,Air,66,18.9,Temps taken by Ted as I am sailing with Rod,629208750579171328,06/08/2015 08:33:50
says,Air,62,16.7,Flora says the tea bags are smelly. Bee agrees. Sam made some cake,629208992095596544,06/08/2015 08:34:48
cselko,Air,64,17.8,Cath Cselko wins medley race. Nick is on his way to France. Flyers go tomorrow,629946640523247616,08/08/2015 09:25:57
flyers,Air,64,17.8,"The Flyers went to France yesterday, the rest of us just watched in admiration",630652452828749824,10/08/2015 08:10:36
mustnt,Air,64,17.8,We mustn\'t forget Nick\'s achievement on Saturday so hats off to Nick yet again,631020094328557568,11/08/2015 08:31:28
anybody,Air,62,16.7,Did anybody see the meteors last night. Serps rather bleak today,631740588371636224,13/08/2015 08:14:28
makes,Air,58,14.4,Volker makes France in 18 hours. No doubt a bit muede as they say in german,633192660887539712,17/08/2015 08:24:29
butterfly,Air,57,13.9,Is butterfly becoming a contagious disease as more people are doing it,633554222764695552,18/08/2015 08:21:12
quiet,Air,61,16.1,Very quiet for a Wednesday. Ron and Gordon talked boxing. Dani swam slowly,633915761904496640,19/08/2015 08:17:49
swan,Air,59,15,A swan with a broken leg was well cared for by Park Authority\'s wildlife office,634417695895748609,20/08/2015 17:32:20
wardens,Air,63,17.2,The wardens under Ros\'s guidance continue to do a fabulous job,634639001912274944,21/08/2015 08:11:43
army,Air,61,16.1,"Some \""army\"" swimmers in funny hats had a gentle potter",638998227241574400,02/09/2015 08:53:44
huge,Air,57,13.9,A Huge thanks to Ros for her summer wardening. Felt lonely without one today,639356373629837312,03/09/2015 08:36:52
done,Air,54,12.2,"Well done to all the Dart swimmers, specially Norm, Joe, Alan and George",640800663262375936,07/09/2015 08:15:58
tweet,Air,54,12.2,"No Tweet data until next Tuesday I\'m off to France, sailing not swimming",641844354685005824,10/09/2015 05:23:13
